Time,Real_Alt,Baro_Alt,kf_altitude,Real_G,Sens_G,Real_Vel,kf_velocity,Pred_Apogee
33.022,9974.856,9974.971,9974.846,-1.045,-1.041,72.0055,72.0300,10231.70
33.072,9978.442,9978.368,9978.430,-1.043,-1.107,71.4935,71.4852,10231.66
33.122,9982.002,9982.233,9982.005,-1.039,-1.029,70.9831,70.9879,10232.19
33.172,9985.537,9985.532,9985.541,-1.035,-0.998,70.4746,70.4979,10232.72
33.222,9989.047,9988.786,9989.038,-1.032,-1.022,69.9679,69.9885,10233.01
33.272,9992.531,9992.561,9992.526,-1.030,-1.051,69.4623,69.4740,10233.15
33.322,9995.990,9995.958,9995.985,-1.028,-1.047,68.9578,68.9595,10233.29
33.372,9999.424,9999.648,9999.434,-1.025,-1.075,68.4545,68.4393,10233.51
33.422,10000.000,9999.959,10002.686,-1.023,-1.052,67.9524,67.8346,10232.88
33.472,10000.000,10000.181,10005.743,-1.022,-1.032,67.4510,67.1474,10231.51
33.522,10000.000,10000.048,10008.595,-1.020,-0.982,66.9504,66.3879,10229.61
33.572,10000.000,10000.112,10011.258,-1.018,-0.978,66.4507,65.5458,10227.21
33.622,10000.000,10000.127,10013.735,-1.015,-1.037,65.9523,64.5944,10223.71
33.672,10000.000,9999.703,10016.010,-1.012,-0.956,65.4553,63.5951,10219.38
33.722,10000.000,9999.866,10018.120,-1.010,-1.077,64.9596,62.4732,10214.50
33.772,10000.000,9999.728,10020.055,-1.010,-1.083,64.4644,61.2808,10208.92
33.822,10000.000,10000.113,10021.849,-1.012,-1.042,63.9687,60.0629,10203.11
33.872,10000.000,9999.717,10023.465,-1.011,-0.997,63.4727,58.8013,10197.02
33.922,10000.000,10000.136,10024.958,-1.010,-0.966,62.9772,57.5199,10190.54
33.972,10000.000,9999.761,10026.287,-1.010,-1.052,62.4820,56.1410,10183.65
34.022,10000.000,10000.128,10027.499,-1.009,-0.960,61.9870,54.7798,10177.09
34.072,10000.000,9999.758,10028.560,-1.010,-1.056,61.4920,53.3249,10170.03
34.122,10100.000,10100.052,10034.977,-1.011,-1.081,60.9965,54.9113,10185.31
34.172,10100.000,10099.977,10041.115,-1.012,-0.973,60.5005,56.3485,10199.74
34.222,10100.000,10100.022,10046.989,-1.012,-0.981,60.0043,57.5921,10213.02
34.272,10100.000,10099.867,10052.592,-1.013,-1.034,59.5079,58.6226,10225.08
34.322,10100.000,10099.925,10057.939,-1.013,-0.985,59.0111,59.5050,10235.75
34.372,10100.000,10100.150,10063.049,-1.014,-1.024,58.5142,60.2094,10245.19
34.422,10100.000,10099.859,10067.896,-1.017,-0.974,58.0163,60.7714,10253.52
34.472,10100.000,10099.763,10072.499,-1.019,-0.996,57.5171,61.1695,10260.65
34.522,10100.000,10100.297,10076.898,-1.020,-1.015,57.0172,61.4325,10266.75
34.572,10100.000,10099.866,10081.046,-1.021,-1.064,56.5168,61.5224,10271.46
34.622,10100.000,10099.966,10084.978,-1.024,-0.982,56.0155,61.5280,10275.42
34.672,10100.000,10099.882,10088.689,-1.025,-0.977,55.5131,61.4127,10278.42
34.722,10100.000,10099.925,10092.193,-1.025,-1.099,55.0105,61.1250,10280.06
34.772,10100.000,10100.202,10095.510,-1.027,-0.947,54.5074,60.8131,10281.40
34.822,10100.000,10099.857,10098.611,-1.028,-0.993,54.0036,60.3665,10281.72
34.872,10100.000,10100.097,10101.534,-1.029,-1.044,53.4993,59.8076,10281.22
34.922,10100.000,10099.843,10104.257,-1.030,-0.997,52.9945,59.1750,10280.08
34.972,10100.000,10100.088,10106.815,-1.031,-0.978,52.4892,58.4763,10278.40
35.022,10100.000,10100.233,10109.208,-1.032,-0.978,51.9835,57.7045,10275.94
35.072,10100.000,10099.710,10111.404,-1.032,-0.968,51.4774,56.8491,10273.02
35.122,10100.000,10100.299,10113.474,-1.033,-0.954,50.9712,55.9526,10269.72
35.172,10100.000,10099.928,10115.366,-1.034,-0.985,50.4644,54.9674,10266.05
35.222,10100.000,10100.257,10117.126,-1.033,-1.027,49.9576,53.9152,10261.88
35.272,10100.000,10099.921,10118.722,-1.032,-0.984,49.4514,52.8211,10257.48
35.322,10100.000,10100.169,10120.192,-1.032,-0.994,48.9454,51.6823,10252.88
35.372,10100.000,10099.914,10121.515,-1.031,-0.949,48.4396,50.5143,10248.13
35.422,10100.000,10099.701,10122.696,-1.029,-1.095,47.9345,49.2294,10243.03
35.472,10100.000,10099.769,10123.758,-1.027,-1.006,47.4305,47.9556,10238.09
35.522,10100.000,10100.041,10124.716,-1.026,-0.962,46.9271,46.6811,10233.20
35.572,10100.000,10100.202,10125.570,-1.025,-0.955,46.4243,45.3878,10228.40
35.622,10100.000,10099.970,10126.304,-1.023,-1.030,45.9222,44.0262,10223.41
35.672,10100.000,10099.953,10126.933,-1.020,-0.950,45.4213,42.6828,10218.44
35.722,10100.000,10099.975,10127.464,-1.016,-1.008,44.9222,41.2944,10213.28
35.772,10100.000,10099.967,10127.899,-1.014,-1.038,44.4245,39.8769,10207.90
35.822,10100.000,10099.804,10128.236,-1.011,-1.005,43.9280,38.4592,10202.62
35.872,10100.000,10100.121,10128.506,-1.010,-0.964,43.4325,37.0634,10197.56
35.922,10100.000,10099.747,10128.673,-1.007,-1.017,42.9380,35.6239,10192.43
35.972,10100.000,10100.137,10128.784,-1.005,-1.011,42.4448,34.1962,10187.51
36.022,10200.000,10200.051,10134.287,-1.003,-0.941,41.9525,35.8736,10198.94
36.072,10200.000,10199.842,10139.557,-1.001,-0.969,41.4612,37.3590,10209.71
36.122,10200.000,10199.751,10144.604,-0.998,-0.957,40.9711,38.6832,10219.87
36.172,10200.000,10200.195,10149.460,-0.998,-1.009,40.4817,39.8387,10229.30
36.222,10200.000,10200.115,10154.103,-0.996,-0.961,39.9929,40.8637,10238.13
36.272,10200.000,10200.247,10158.546,-0.994,-0.943,39.5050,41.7576,10246.25
36.322,10200.000,10200.194,10162.785,-0.992,-1.010,39.0181,42.4786,10253.45
36.372,10200.000,10199.861,10166.809,-0.991,-1.011,38.5319,43.0577,10259.85
36.422,10200.000,10199.881,10170.641,-0.990,-1.022,38.0462,43.5075,10265.53
36.472,10200.000,10199.747,10174.278,-0.990,-0.975,37.5608,43.8576,10270.67
36.522,10200.000,10199.753,10177.733,-0.990,-0.993,37.0754,44.0867,10275.10
36.572,10200.000,10200.247,10181.037,-0.989,-0.971,36.5902,44.2352,10279.02
36.622,10200.000,10199.915,10184.149,-0.988,-0.951,36.1055,44.2816,10282.33
36.672,10200.000,10200.025,10187.100,-0.988,-0.951,35.6211,44.2355,10285.09
36.722,10200.000,10199.714,10189.869,-0.987,-0.995,35.1369,44.0676,10287.15
36.772,10200.000,10200.289,10192.510,-0.987,-1.001,34.6529,43.8294,10288.78
36.822,10200.000,10199.938,10194.976,-0.988,-1.049,34.1687,43.4765,10289.73
36.872,10200.000,10200.107,10197.300,-0.988,-0.972,33.6842,43.0911,10290.49
36.922,10200.000,10199.781,10199.460,-0.988,-1.025,33.1998,42.5990,10290.62
36.972,10200.000,10199.849,10201.484,-0.989,-0.913,32.7151,42.0981,10290.59
37.022,10200.000,10199.773,10203.368,-0.990,-1.060,32.2299,41.4612,10289.90
37.072,10200.000,10200.102,10205.139,-0.991,-0.919,31.7442,40.8467,10289.10
37.122,10200.000,10199.966,10206.774,-0.992,-1.037,31.2581,40.1165,10287.75
37.172,10200.000,10199.900,10208.283,-0.993,-0.919,30.7714,39.3931,10286.34
37.222,10200.000,10199.773,10209.669,-0.994,-0.981,30.2843,38.5901,10284.57
37.272,10200.000,10200.221,10210.965,-0.995,-1.064,29.7966,37.7188,10282.50
37.322,10200.000,10200.149,10212.145,-0.996,-0.924,29.3085,36.8753,10280.48
37.372,10200.000,10199.778,10213.199,-0.998,-1.044,28.8197,35.9264,10278.04
37.422,10200.000,10200.116,10214.170,-1.000,-1.014,28.3298,34.9722,10275.59
37.472,10200.000,10199.869,10215.029,-1.001,-1.046,27.8392,33.9663,10272.95
37.522,10200.000,10199.715,10215.786,-1.002,-0.924,27.3482,32.9902,10270.40
37.572,10200.000,10199.913,10216.466,-1.004,-0.930,26.8564,31.9955,10267.81
37.622,10200.000,10200.184,10217.076,-1.005,-0.984,26.3638,30.9633,10265.13
37.672,10200.000,10199.817,10217.585,-1.007,-0.994,25.8706,29.8980,10262.39
37.722,10200.000,10200.265,10218.039,-1.008,-1.005,25.3765,28.8270,10259.66
37.772,10200.000,10199.836,10218.395,-1.010,-1.022,24.8818,27.7221,10256.85
37.822,10200.000,10199.809,10218.677,-1.012,-0.985,24.3861,26.6252,10254.12
37.872,10200.000,10200.239,10218.915,-1.012,-1.021,23.8899,25.5171,10251.43
37.922,10200.000,10200.004,10219.075,-1.013,-0.987,23.3934,24.4126,10248.83
37.972,10200.000,10199.858,10219.167,-1.014,-0.981,22.8964,23.3035,10246.25
38.022,10200.000,10199.996,10219.209,-1.014,-0.973,22.3992,22.2015,10243.76
38.072,10200.000,10200.034,10219.199,-1.015,-0.958,21.9018,21.1084,10241.36
38.122,10200.000,10200.203,10219.146,-1.015,-1.095,21.4041,19.9552,10219.15
38.172,10200.000,10199.827,10219.020,-1.016,-1.082,20.9062,18.8003,10219.02
38.222,10200.000,10200.125,10218.864,-1.016,-0.988,20.4080,17.7064,10218.86
38.272,10200.000,10199.818,10218.648,-1.016,-1.001,19.9098,16.6030,10218.65
38.322,10200.000,10199.732,10218.387,-1.015,-0.996,19.4119,15.5079,10218.39
38.372,10200.000,10199.757,10218.090,-1.015,-0.969,18.9142,14.4362,10218.09
38.422,10200.000,10200.027,10217.773,-1.015,-0.948,18.4165,13.3938,10217.77
38.472,10200.000,10200.192,10217.434,-1.015,-1.003,17.9188,12.3408,10217.43
38.522,10200.000,10199.879,10217.045,-1.014,-1.037,17.4214,11.2737,10217.04
38.572,10200.000,10199.932,10216.631,-1.013,-0.950,16.9244,10.2647,10216.63
38.622,10200.000,10199.726,10216.180,-1.013,-1.064,16.4277,9.2076,10216.18
38.672,10200.000,10200.083,10215.723,-1.012,-1.003,15.9313,8.2070,10215.72
38.722,10200.000,10200.227,10215.251,-1.011,-0.997,15.4353,7.2296,10215.25
38.772,10200.000,10199.893,10214.741,-1.010,-0.942,14.9398,6.2848,10214.74
38.822,10200.000,10199.870,10214.213,-1.010,-1.033,14.4446,5.3115,10214.21
38.872,10200.000,10199.967,10213.673,-1.009,-1.041,13.9496,4.3549,10213.67
38.922,10200.000,10200.025,10213.120,-1.008,-1.041,13.4551,3.4185,10213.12
38.972,10200.000,10199.883,10212.547,-1.006,-0.995,12.9613,2.5186,10212.55
39.022,10200.000,10199.830,10211.959,-1.005,-0.973,12.4683,1.6468,10211.96
39.072,10200.000,10199.755,10211.356,-1.003,-1.078,11.9760,0.7407,10211.36
39.122,10200.000,10200.219,10210.771,-1.002,-0.998,11.4844,-0.0923,10210.77
39.172,10200.000,10199.988,10210.165,-1.001,-0.940,10.9934,-0.8842,10210.17
39.222,10200.000,10200.068,10209.561,-0.999,-0.991,10.5030,-1.6790,10209.56
39.272,10200.000,10199.769,10208.934,-0.998,-1.024,10.0134,-2.4794,10208.93
39.322,10200.000,10200.166,10208.325,-0.997,-1.042,9.5243,-3.2556,10208.33
39.372,10200.000,10199.937,10207.701,-0.995,-0.940,9.0360,-3.9691,10207.70
39.422,10200.000,10199.795,10207.069,-0.994,-1.018,8.5483,-4.7052,10207.07
39.472,10200.000,10199.977,10206.447,-0.992,-1.009,8.0614,-5.4105,10206.45
39.522,10200.000,10199.820,10205.817,-0.991,-0.996,7.5753,-6.0941,10205.82
39.572,10200.000,10200.180,10205.209,-0.989,-1.020,7.0898,-6.7577,10205.21
39.622,10200.000,10200.085,10204.598,-0.988,-1.064,6.6051,-7.4265,10204.60
39.672,10200.000,10199.915,10203.979,-0.987,-0.971,6.1209,-8.0350,10203.98
39.722,10200.000,10200.194,10203.381,-0.986,-1.056,5.6372,-8.6566,10203.38
39.772,10200.000,10200.052,10202.778,-0.985,-1.020,5.1540,-9.2458,10202.78
39.822,10200.000,10199.886,10202.173,-0.984,-0.942,4.6713,-9.7821,10202.17
39.872,10200.000,10199.883,10201.574,-0.983,-0.972,4.1890,-10.3140,10201.57
39.922,10200.000,10200.295,10201.006,-0.982,-0.989,3.7073,-10.8224,10201.01
39.972,10200.000,10200.193,10200.438,-0.982,-0.964,3.2258,-11.3030,10200.44
40.022,10200.000,10199.883,10199.861,-0.981,-1.024,2.7445,-11.8045,10199.86
40.072,10200.000,10199.806,10199.290,-0.980,-0.981,2.2637,-12.2687,10199.29
40.122,10200.000,10200.140,10198.745,-0.980,-1.035,1.7832,-12.7312,10198.75
40.172,10200.000,10200.264,10198.214,-0.979,-1.040,1.3029,-13.1746,10198.21
40.222,10200.000,10199.856,10197.670,-0.979,-0.904,0.8229,-13.5468,10197.67
40.272,10200.000,10199.981,10197.146,-0.979,-0.915,0.3429,-13.9033,10197.15
40.322,10200.000,10200.239,10196.646,-0.979,-1.002,-0.1372,-14.2778,10196.65
40.372,10200.000,10199.716,10196.128,-0.981,-0.922,-0.6177,-14.6130,10196.13
40.440,10200.000,10200.297,10195.400,-0.966,-0.971,-1.2669,-15.0984,10195.40
40.510,10200.000,10200.097,10194.650,-0.951,-0.906,-1.9249,-15.5366,10194.65
40.581,10200.000,10199.956,10193.896,-0.937,-0.994,-2.5821,-16.0200,10193.90
40.653,10200.000,10199.858,10193.141,-0.923,-0.968,-3.2388,-16.4676,10193.14
40.728,10200.000,10199.917,10192.364,-0.908,-0.943,-3.9121,-16.8912,10192.36
40.803,10200.000,10200.123,10191.629,-0.894,-0.955,-4.5748,-17.2844,10191.63
40.880,10200.000,10200.150,10190.895,-0.881,-0.843,-5.2450,-17.5783,10190.89
40.959,10200.000,10199.977,10190.154,-0.870,-0.845,-5.9233,-17.8629,10190.15
41.040,10200.000,10199.812,10189.410,-0.857,-0.827,-6.6092,-18.1217,10189.41
41.123,10200.000,10200.078,10188.695,-0.845,-0.844,-7.3018,-18.3654,10188.70
41.209,10200.000,10199.883,10187.963,-0.834,-0.799,-8.0099,-18.5665,10187.96
41.297,10200.000,10200.148,10187.270,-0.823,-0.778,-8.7248,-18.7190,10187.27
41.387,10200.000,10199.918,10186.578,-0.811,-0.875,-9.4459,-18.9442,10186.58
41.479,10200.000,10199.878,10185.906,-0.798,-0.747,-10.1717,-19.0361,10185.91
41.573,10200.000,10199.807,10185.260,-0.786,-0.736,-10.9018,-19.0988,10185.26
41.669,10200.000,10199.915,10184.649,-0.774,-0.835,-11.6362,-19.2293,10184.65
41.767,10200.000,10199.733,10184.053,-0.763,-0.760,-12.3747,-19.2768,10184.05
41.867,10200.000,10199.846,10183.501,-0.753,-0.722,-13.1181,-19.2628,10183.50
41.970,10200.000,10200.229,10183.001,-0.739,-0.691,-13.8716,-19.1887,10183.00
42.074,10200.000,10200.046,10182.545,-0.725,-0.706,-14.6182,-19.1144,10182.54
42.180,10200.000,10199.717,10182.100,-0.714,-0.698,-15.3661,-19.0313,10182.10
42.288,10200.000,10200.113,10181.726,-0.700,-0.726,-16.1149,-18.9461,10181.73
42.398,10200.000,10199.842,10181.365,-0.691,-0.700,-16.8651,-18.8334,10181.37
42.511,10200.000,10200.161,10181.054,-0.681,-0.723,-17.6253,-18.7265,10181.05
42.626,10200.000,10199.766,10180.748,-0.670,-0.629,-18.3871,-18.5222,10180.75
42.745,10200.000,10200.081,10180.484,-0.658,-0.640,-19.1620,-18.3159,10180.48
42.866,10200.000,10199.944,10180.255,-0.643,-0.664,-19.9339,-18.1347,10180.25
42.989,10200.000,10200.042,10180.078,-0.629,-0.626,-20.7010,-17.8957,10180.08
43.114,10200.000,10200.159,10179.957,-0.619,-0.625,-21.4660,-17.6449,10179.96
43.243,10200.000,10199.765,10179.808,-0.603,-0.651,-22.2389,-17.4526,10179.81
43.375,10200.000,10199.717,10179.683,-0.588,-0.602,-23.0098,-17.1994,10179.68
43.509,10200.000,10199.809,10179.615,-0.575,-0.583,-23.7739,-16.9137,10179.62
43.647,10200.000,10200.188,10179.604,-0.562,-0.598,-24.5433,-16.6370,10179.60
43.788,10200.000,10200.018,10179.607,-0.544,-0.568,-25.3079,-16.3326,10179.61
43.933,10200.000,10199.996,10179.632,-0.526,-0.530,-26.0687,-15.9849,10179.63
44.080,10200.000,10200.177,10179.730,-0.514,-0.526,-26.8183,-15.6226,10179.73
44.233,10200.000,10199.849,10179.791,-0.495,-0.497,-27.5753,-15.2544,10179.79
44.389,10200.000,10199.814,10179.898,-0.474,-0.458,-28.3165,-14.8332,10179.90
44.548,10200.000,10199.898,10180.069,-0.459,-0.426,-29.0439,-14.3660,10180.07
44.712,10200.000,10199.789,10180.252,-0.439,-0.453,-29.7660,-13.9625,10180.25
44.880,10200.000,10199.824,10180.478,-0.423,-0.411,-30.4761,-13.5024,10180.48
45.054,10200.000,10200.226,10180.768,-0.411,-0.435,-31.1876,-13.0834,10180.77
45.236,10100.000,10100.143,10168.564,-0.394,-0.391,-31.9060,-17.9412,10168.56
45.425,10100.000,10099.818,10156.755,-0.378,-0.406,-32.6214,-22.2247,10156.75
45.623,10100.000,10099.726,10145.384,-0.363,-0.369,-33.3408,-25.8351,10145.38
45.831,10100.000,10100.061,10134.551,-0.343,-0.332,-34.0609,-28.7524,10134.55
46.049,10100.000,10099.831,10124.255,-0.322,-0.320,-34.7717,-31.0624,10124.25
46.278,10100.000,10100.249,10114.641,-0.299,-0.317,-35.4690,-32.7583,10114.64
46.517,10100.000,10100.024,10105.733,-0.276,-0.289,-36.1429,-33.8373,10105.73
46.768,10100.000,10099.983,10097.600,-0.251,-0.241,-36.7915,-34.2585,10097.60
47.028,10100.000,10099.911,10090.411,-0.228,-0.234,-37.4021,-34.1494,10090.41
47.299,10100.000,10099.834,10084.160,-0.210,-0.217,-37.9841,-33.5324,10084.16
47.588,10100.000,10099.842,10078.727,-0.193,-0.196,-38.5552,-32.4296,10078.73
47.902,10100.000,10100.102,10074.093,-0.173,-0.165,-39.1187,-30.8177,10074.09
48.239,10000.000,10000.114,10051.786,-0.151,-0.151,-39.6541,-35.6994,10051.79
48.596,10000.000,9999.722,10031.304,-0.137,-0.126,-40.1582,-38.9268,10031.30
49.004,10000.000,10000.234,10012.187,-0.118,-0.124,-40.6684,-40.5380,10012.19
49.472,9983.006,9983.053,9990.859,-0.098,-0.092,-41.1641,-41.7409,9990.86
49.972,9961.918,9962.085,9968.022,-0.078,-0.072,-41.5955,-42.7271,9968.02
50.472,9940.615,9940.583,9945.079,-0.058,-0.058,-41.9290,-43.5054,9945.08
50.972,9919.145,9918.878,9922.130,-0.048,-0.051,-42.1889,-44.1224,9922.13
51.472,9897.547,9897.250,9899.293,-0.036,-0.037,-42.3948,-44.5364,9899.29
51.972,9875.847,9875.724,9876.656,-0.027,-0.025,-42.5492,-44.7662,9876.66
52.472,9854.069,9853.776,9854.122,-0.020,-0.020,-42.6645,-44.9027,9854.12
52.972,9832.233,9832.408,9831.858,-0.012,-0.011,-42.7429,-44.8943,9831.86
53.472,9810.357,9810.391,9809.668,-0.008,-0.008,-42.7920,-44.8487,9809.67
53.972,9788.455,9788.351,9787.537,-0.005,-0.005,-42.8238,-44.7782,9787.54
54.472,9766.536,9766.351,9765.473,-0.001,-0.001,-42.8385,-44.6812,9765.47
54.972,9744.609,9744.606,9743.532,0.002,0.002,-42.8361,-44.5465,9743.53
55.472,9722.684,9722.458,9721.587,0.004,0.004,-42.8214,-44.4265,9721.59
55.972,9700.767,9700.921,9699.797,0.005,0.005,-42.7993,-44.2721,9699.80
56.472,9678.861,9679.100,9678.057,0.006,0.006,-42.7723,-44.1196,9678.06
56.972,9656.969,9657.183,9656.325,0.007,0.007,-42.7405,-43.9851,9656.33
57.472,9635.093,9635.086,9634.545,0.009,0.009,-42.7012,-43.8795,9634.54
57.972,9613.237,9613.410,9612.832,0.009,0.009,-42.6571,-43.7677,9612.83
58.472,9591.403,9591.202,9591.024,0.009,0.009,-42.6130,-43.7034,9591.02
58.972,9569.591,9569.856,9569.367,0.010,0.010,-42.5664,-43.5991,9569.37
59.472,9547.802,9547.547,9547.572,0.010,0.011,-42.5174,-43.5491,9547.57
59.972,9526.038,9526.094,9525.888,0.010,0.010,-42.4683,-43.4759,9525.89
60.472,9504.299,9504.569,9504.273,0.011,0.011,-42.4169,-43.3873,9504.27
60.972,9482.586,9482.527,9482.576,0.011,0.011,-42.3629,-43.3390,9482.58
61.472,9460.899,9461.080,9460.964,0.011,0.011,-42.3090,-43.2713,9460.96
61.972,9439.238,9438.980,9439.243,0.011,0.011,-42.2550,-43.2493,9439.24
62.472,9417.606,9417.346,9417.555,0.012,0.012,-42.1987,-43.2163,9417.55
62.972,9396.001,9396.182,9396.021,0.012,0.012,-42.1398,-43.1404,9396.02
63.472,9374.426,9374.169,9374.385,0.012,0.011,-42.0810,-43.1094,9374.38
63.972,9352.879,9353.029,9352.896,0.012,0.013,-42.0221,-43.0312,9352.90
64.472,9331.360,9331.199,9331.341,0.012,0.012,-41.9633,-42.9883,9331.34
64.972,9309.869,9309.616,9309.794,0.012,0.011,-41.9045,-42.9543,9309.79
65.472,9288.407,9288.642,9288.416,0.012,0.012,-41.8456,-42.8684,9288.42
65.972,9266.973,9267.160,9267.040,0.012,0.011,-41.7868,-42.7981,9267.04
66.472,9245.568,9245.408,9245.589,0.012,0.013,-41.7279,-42.7560,9245.59
66.972,9224.190,9223.964,9224.153,0.011,0.010,-41.6715,-42.7273,9224.15
67.472,9202.841,9202.604,9202.749,0.011,0.010,-41.6176,-42.6931,9202.75
67.972,9181.519,9181.353,9181.398,0.011,0.010,-41.5637,-42.6480,9181.40
68.472,9160.226,9160.073,9160.083,0.011,0.010,-41.5097,-42.5995,9160.08
68.972,9138.960,9138.953,9138.840,0.011,0.012,-41.4558,-42.5294,9138.84
69.472,9117.722,9117.875,9117.667,0.011,0.012,-41.4019,-42.4473,9117.67
69.972,9096.511,9096.220,9096.393,0.011,0.011,-41.3479,-42.4112,9096.39
70.472,9075.327,9075.174,9075.192,0.011,0.010,-41.2940,-42.3623,9075.19
70.972,9054.170,9054.003,9054.019,0.011,0.010,-41.2401,-42.3131,9054.02
71.472,9033.040,9033.085,9032.932,0.011,0.011,-41.1861,-42.2428,9032.93
71.972,9011.937,9012.043,9011.884,0.011,0.011,-41.1322,-42.1697,9011.88
72.472,8990.860,8990.898,8990.836,0.011,0.011,-41.0782,-42.1071,8990.84
72.972,8969.809,8969.999,8969.851,0.011,0.011,-41.0243,-42.0381,8969.85
73.472,8948.786,8948.847,8948.846,0.011,0.011,-40.9704,-41.9836,8948.85
73.972,8927.789,8927.891,8927.873,0.011,0.010,-40.9164,-41.9317,8927.87
74.472,8906.819,8906.857,8906.904,0.011,0.012,-40.8625,-41.8800,8906.90
74.972,8885.876,8885.758,8885.917,0.011,0.010,-40.8086,-41.8478,8885.92
75.472,8864.960,8865.208,8865.062,0.011,0.011,-40.7546,-41.7774,8865.06
75.972,8844.070,8843.818,8844.086,0.011,0.011,-40.7007,-41.7537,8844.09
76.472,8823.207,8823.172,8823.209,0.011,0.011,-40.6468,-41.7038,8823.21
76.972,8802.371,8802.340,8802.363,0.011,0.011,-40.5928,-41.6510,8802.36
77.472,8781.562,8781.558,8781.554,0.011,0.011,-40.5389,-41.5956,8781.55
77.972,8760.779,8760.705,8760.752,0.011,0.011,-40.4849,-41.5478,8760.75
78.472,8740.022,8739.812,8739.942,0.011,0.011,-40.4310,-41.5114,8739.94
78.972,8719.291,8719.048,8719.158,0.011,0.011,-40.3771,-41.4716,8719.16
79.472,8698.587,8698.417,8698.432,0.011,0.011,-40.3231,-41.4175,8698.43
79.972,8677.908,8677.800,8677.754,0.011,0.011,-40.2692,-41.3561,8677.75
80.472,8657.256,8657.228,8657.127,0.010,0.011,-40.2177,-41.2921,8657.13
80.972,8636.629,8636.693,8636.547,0.010,0.010,-40.1687,-41.2257,8636.55
81.472,8616.027,8616.304,8616.043,0.010,0.011,-40.1196,-41.1433,8616.04
81.972,8595.451,8595.733,8595.552,0.010,0.009,-40.0706,-41.0763,8595.55
82.472,8574.900,8574.658,8574.927,0.010,0.010,-40.0216,-41.0578,8574.93
82.972,8554.374,8554.352,8554.395,0.010,0.010,-39.9725,-41.0122,8554.39
83.472,8533.872,8534.085,8533.952,0.010,0.011,-39.9235,-40.9437,8533.95
83.972,8513.396,8513.598,8513.521,0.010,0.010,-39.8745,-40.8868,8513.52
84.472,8492.944,8492.712,8492.987,0.010,0.010,-39.8254,-40.8715,8492.99
84.972,8472.516,8472.793,8472.627,0.010,0.010,-39.7764,-40.8028,8472.63
85.472,8452.113,8452.192,8452.226,0.010,0.010,-39.7274,-40.7562,8452.23
85.972,8431.735,8431.524,8431.770,0.010,0.010,-39.6783,-40.7339,8431.77
86.472,8411.382,8411.228,8411.364,0.010,0.011,-39.6293,-40.6982,8411.36
86.972,8391.054,8390.782,8390.961,0.010,0.010,-39.5803,-40.6682,8390.96
87.472,8370.751,8370.521,8370.607,0.010,0.010,-39.5312,-40.6272,8370.61
87.972,8350.473,8350.320,8350.310,0.010,0.010,-39.4822,-40.5786,8350.31
88.472,8330.220,8330.217,8330.083,0.010,0.011,-39.4332,-40.5112,8330.08
88.972,8309.991,8309.852,8309.844,0.010,0.010,-39.3841,-40.4611,8309.84
89.472,8289.788,8289.997,8289.726,0.010,0.010,-39.3351,-40.3821,8289.73
89.972,8269.609,8269.367,8269.497,0.010,0.009,-39.2861,-40.3519,8269.50
90.472,8249.455,8249.640,8249.417,0.010,0.010,-39.2370,-40.2786,8249.42
90.972,8229.326,8229.548,8229.359,0.010,0.009,-39.1880,-40.2108,8229.36
91.472,8209.221,8209.410,8209.305,0.010,0.010,-39.1390,-40.1506,8209.30
91.972,8189.139,8189.411,8189.288,0.010,0.010,-39.0899,-40.0848,8189.29
92.472,8169.082,8169.302,8169.270,0.010,0.009,-39.0409,-40.0344,8169.27
92.972,8149.048,8149.340,8149.286,0.010,0.011,-38.9919,-39.9764,8149.29
93.472,8129.039,8128.924,8129.204,0.009,0.009,-38.9453,-39.9644,8129.20
93.972,8109.053,8108.818,8109.121,0.010,0.010,-38.8987,-39.9504,8109.12
94.472,8089.091,8088.799,8089.061,0.009,0.010,-38.8521,-39.9343,8089.06
94.972,8069.151,8069.440,8069.195,0.009,0.008,-38.8080,-39.8639,8069.19
95.472,8049.235,8049.490,8049.333,0.010,0.009,-38.7614,-39.8001,8049.33
95.972,8029.342,8029.521,8029.465,0.009,0.009,-38.7148,-39.7489,8029.46
96.472,8009.472,8009.357,8009.535,0.009,0.009,-38.6707,-39.7240,8009.54
96.972,7989.625,7989.868,7989.734,0.009,0.009,-38.6266,-39.6645,7989.73
97.472,7969.801,7969.904,7969.911,0.009,0.009,-38.5825,-39.6196,7969.91
97.972,7949.999,7949.829,7950.036,0.009,0.010,-38.5383,-39.5964,7950.04
98.472,7930.221,7930.344,7930.274,0.009,0.009,-38.4942,-39.5441,7930.27
98.972,7910.465,7910.207,7910.430,0.009,0.009,-38.4501,-39.5257,7910.43
99.472,7890.733,7890.556,7890.645,0.009,0.008,-38.4059,-39.4945,7890.64
99.972,7871.023,7871.121,7870.966,0.009,0.008,-38.3618,-39.4357,7870.97
100.472,7851.338,7851.243,7851.256,0.010,0.010,-38.3152,-39.3864,7851.26
100.972,7831.675,7831.835,7831.645,0.009,0.010,-38.2686,-39.3170,7831.65
101.472,7812.036,7811.854,7811.959,0.009,0.009,-38.2245,-39.2827,7811.96
101.972,7792.419,7792.607,7792.404,0.009,0.008,-38.1804,-39.2176,7792.40
102.472,7772.825,7773.113,7772.890,0.009,0.010,-38.1363,-39.1444,7772.89
102.972,7753.254,7753.007,7753.241,0.009,0.009,-38.0921,-39.1297,7753.24
