Time,Real_Alt,Baro_Alt,kf_altitude,Real_G,Sens_G,Real_Vel,kf_velocity,Pred_Apogee
103.472,7733.705,7733.898,7733.744,0.009,0.009,-38.0480,-39.0697,7733.74
103.972,7714.180,7713.945,7714.146,0.009,0.009,-38.0039,-39.0508,7714.15
104.472,7694.676,7694.706,7694.651,0.009,0.009,-37.9597,-39.0010,7694.65
104.972,7675.195,7675.432,7675.235,0.009,0.009,-37.9156,-38.9323,7675.24
105.472,7655.736,7655.656,7655.746,0.009,0.009,-37.8715,-38.8998,7655.75
105.972,7636.299,7636.166,7636.269,0.009,0.009,-37.8273,-38.8696,7636.27
106.472,7616.884,7617.075,7616.908,0.009,0.009,-37.7832,-38.8037,7616.91
106.972,7597.490,7597.723,7597.573,0.009,0.009,-37.7391,-38.7433,7597.57
107.472,7578.119,7578.403,7578.264,0.009,0.008,-37.6950,-38.6858,7578.26
107.972,7558.769,7559.062,7558.967,0.009,0.009,-37.6508,-38.6315,7558.97
108.472,7539.441,7539.265,7539.554,0.009,0.008,-37.6067,-38.6240,7539.55
108.972,7520.134,7520.327,7520.272,0.009,0.008,-37.5626,-38.5764,7520.27
109.472,7500.848,7500.850,7500.955,0.008,0.007,-37.5209,-38.5520,7500.95
109.972,7481.583,7481.645,7481.677,0.009,0.008,-37.4792,-38.5151,7481.68
110.472,7462.339,7462.457,7462.438,0.009,0.009,-37.4351,-38.4708,7462.44
110.972,7443.117,7443.318,7443.242,0.009,0.009,-37.3909,-38.4174,7443.24
111.472,7423.916,7423.928,7424.012,0.009,0.008,-37.3468,-38.3860,7424.01
111.972,7404.736,7404.487,7404.737,0.009,0.009,-37.3027,-38.3714,7404.74
112.472,7385.579,7385.819,7385.632,0.009,0.009,-37.2586,-38.3061,7385.63
112.972,7366.442,7366.685,7366.543,0.009,0.009,-37.2144,-38.2456,7366.54
113.472,7347.328,7347.271,7347.388,0.009,0.009,-37.1703,-38.2159,7347.39
113.972,7328.235,7327.943,7328.196,0.009,0.009,-37.1262,-38.2000,7328.20
114.472,7309.163,7308.995,7309.077,0.009,0.009,-37.0820,-38.1672,7309.08
114.972,7290.113,7290.074,7290.023,0.009,0.009,-37.0379,-38.1184,7290.02
115.472,7271.084,7271.144,7271.020,0.009,0.008,-36.9938,-38.0625,7271.02
115.972,7252.076,7252.213,7252.058,0.009,0.009,-36.9496,-37.9986,7252.06
116.472,7233.089,7232.885,7233.019,0.009,0.009,-36.9055,-37.9724,7233.02
116.972,7214.123,7214.398,7214.139,0.009,0.009,-36.8614,-37.8986,7214.14
117.472,7195.178,7195.455,7195.269,0.008,0.008,-36.8197,-37.8393,7195.27
117.972,7176.253,7176.312,7176.346,0.008,0.008,-36.7805,-37.8053,7176.35
118.472,7157.350,7157.498,7157.465,0.008,0.008,-36.7413,-37.7615,7157.47
118.972,7138.467,7138.748,7138.636,0.008,0.008,-36.7020,-37.7082,7138.64
119.472,7119.604,7119.461,7119.703,0.008,0.008,-36.6628,-37.6957,7119.70
119.972,7100.761,7100.713,7100.824,0.009,0.009,-36.6211,-37.6634,7100.82
120.472,7081.940,7081.687,7081.917,0.008,0.008,-36.5794,-37.6488,7081.92
120.972,7063.138,7063.365,7063.174,0.008,0.008,-36.5402,-37.5852,7063.17
121.472,7044.357,7044.530,7044.429,0.008,0.008,-36.5010,-37.5357,7044.43
121.972,7025.595,7025.854,7025.721,0.008,0.008,-36.4618,-37.4800,7025.72
122.472,7006.853,7006.558,7006.873,0.008,0.008,-36.4225,-37.4776,7006.87
122.972,6988.130,6987.891,6988.075,0.008,0.008,-36.3833,-37.4597,6988.08
123.472,6969.428,6969.182,6969.308,0.008,0.008,-36.3441,-37.4362,6969.31
123.972,6950.745,6950.722,6950.632,0.008,0.008,-36.3049,-37.3879,6950.63
124.472,6932.082,6932.344,6932.056,0.008,0.008,-36.2656,-37.3151,6932.06
124.972,6913.438,6913.295,6913.378,0.008,0.009,-36.2264,-37.2825,6913.38
125.472,6894.815,6895.019,6894.820,0.008,0.008,-36.1872,-37.2221,6894.82
125.972,6876.213,6876.332,6876.250,0.008,0.008,-36.1480,-37.1734,6876.25
126.472,6857.630,6857.776,6857.701,0.008,0.008,-36.1087,-37.1240,6857.70
126.972,6839.067,6839.079,6839.130,0.008,0.009,-36.0695,-37.0880,6839.13
127.472,6820.525,6820.719,6820.629,0.008,0.008,-36.0303,-37.0395,6820.63
127.972,6802.003,6802.052,6802.102,0.008,0.009,-35.9910,-37.0036,6802.10
128.472,6783.501,6783.700,6783.634,0.008,0.008,-35.9518,-36.9555,6783.63
128.972,6765.019,6764.743,6765.052,0.008,0.008,-35.9126,-36.9508,6765.05
129.472,6746.556,6746.285,6746.504,0.008,0.008,-35.8734,-36.9371,6746.50
129.972,6728.113,6728.007,6728.036,0.008,0.008,-35.8341,-36.9000,6728.04
130.472,6709.689,6709.576,6709.591,0.008,0.009,-35.7949,-36.8596,6709.59
130.972,6691.285,6691.319,6691.211,0.008,0.008,-35.7557,-36.8054,6691.21
131.472,6672.900,6673.192,6672.920,0.008,0.009,-35.7165,-36.7313,6672.92
131.972,6654.534,6654.567,6654.565,0.008,0.008,-35.6772,-36.6910,6654.57
132.472,6636.187,6636.066,6636.185,0.008,0.007,-35.6380,-36.6681,6636.18
132.972,6617.859,6617.617,6617.794,0.008,0.008,-35.5988,-36.6481,6617.79
133.472,6599.549,6599.811,6599.569,0.008,0.007,-35.5596,-36.5831,6599.57
133.972,6581.259,6581.313,6581.294,0.008,0.008,-35.5203,-36.5427,6581.29
134.472,6562.987,6562.886,6562.993,0.008,0.008,-35.4811,-36.5146,6562.99
134.972,6544.733,6544.915,6544.792,0.008,0.008,-35.4419,-36.4596,6544.79
135.472,6526.498,6526.504,6526.553,0.008,0.007,-35.4026,-36.4288,6526.55
135.972,6508.281,6508.477,6508.384,0.008,0.008,-35.3634,-36.3792,6508.38
136.472,6490.083,6490.345,6490.242,0.008,0.008,-35.3242,-36.3291,6490.24
136.972,6471.904,6472.142,6472.102,0.007,0.007,-35.2874,-36.2913,6472.10
137.472,6453.743,6453.593,6453.865,0.008,0.009,-35.2506,-36.2813,6453.86
137.972,6435.601,6435.460,6435.660,0.008,0.008,-35.2114,-36.2631,6435.66
138.472,6417.477,6417.353,6417.489,0.008,0.008,-35.1722,-36.2388,6417.49
138.972,6399.372,6399.524,6399.418,0.008,0.007,-35.1330,-36.1898,6399.42
139.472,6381.286,6381.202,6381.297,0.008,0.008,-35.0937,-36.1621,6381.30
139.972,6363.219,6363.008,6363.167,0.008,0.009,-35.0545,-36.1390,6363.17
140.472,6345.170,6344.893,6345.050,0.008,0.009,-35.0153,-36.1154,6345.05
140.972,6327.140,6326.907,6326.976,0.008,0.008,-34.9761,-36.0837,6326.98
141.472,6309.129,6309.176,6309.006,0.007,0.007,-34.9393,-36.0301,6309.01
141.972,6291.136,6291.276,6291.074,0.007,0.007,-34.9050,-35.9740,6291.07
142.472,6273.162,6272.976,6273.063,0.007,0.007,-34.8706,-35.9500,6273.06
142.972,6255.206,6255.152,6255.112,0.007,0.007,-34.8363,-35.9126,6255.11
143.472,6237.268,6237.063,6237.137,0.007,0.007,-34.8020,-35.8868,6237.14
143.972,6219.348,6219.161,6219.191,0.007,0.007,-34.7677,-35.8536,6219.19
144.472,6201.446,6201.269,6201.272,0.007,0.007,-34.7333,-35.8174,6201.27
144.972,6183.562,6183.406,6183.381,0.007,0.007,-34.6990,-35.7825,6183.38
145.472,6165.696,6165.988,6165.631,0.007,0.007,-34.6647,-35.7072,6165.63
145.972,6147.848,6147.915,6147.821,0.007,0.007,-34.6304,-35.6608,6147.82
146.472,6130.018,6129.805,6129.946,0.007,0.007,-34.5961,-35.6444,6129.95
146.972,6112.205,6112.460,6112.221,0.007,0.007,-34.5617,-35.5804,6112.22
147.472,6094.410,6094.598,6094.482,0.007,0.007,-34.5274,-35.5340,6094.48
147.972,6076.633,6076.435,6076.645,0.007,0.007,-34.4931,-35.5245,6076.65
148.472,6058.873,6059.162,6058.965,0.007,0.007,-34.4588,-35.4674,6058.96
148.972,6041.130,6040.972,6041.167,0.007,0.007,-34.4244,-35.4572,6041.17
149.472,6023.404,6023.481,6023.456,0.007,0.007,-34.3901,-35.4204,6023.46
149.972,6005.696,6005.622,6005.718,0.007,0.007,-34.3558,-35.3966,6005.72
150.472,5988.005,5987.722,5987.945,0.007,0.007,-34.3215,-35.3886,5987.94
150.972,5970.332,5970.161,5970.232,0.007,0.007,-34.2871,-35.3628,5970.23
151.472,5952.676,5952.459,5952.532,0.007,0.007,-34.2528,-35.3382,5952.53
151.972,5935.037,5935.027,5934.914,0.007,0.007,-34.2185,-35.2897,5934.91
152.472,5917.415,5917.401,5917.311,0.007,0.007,-34.1842,-35.2462,5917.31
152.972,5899.810,5899.592,5899.668,0.007,0.008,-34.1498,-35.2182,5899.67
153.472,5882.223,5882.154,5882.092,0.007,0.007,-34.1155,-35.1748,5882.09
153.972,5864.654,5864.951,5864.631,0.007,0.006,-34.0812,-35.1056,5864.63
154.472,5847.102,5846.856,5847.024,0.007,0.007,-34.0469,-35.0930,5847.02
154.972,5829.567,5829.620,5829.522,0.007,0.007,-34.0126,-35.0465,5829.52
155.472,5812.051,5812.040,5812.016,0.007,0.007,-33.9782,-35.0115,5812.02
155.972,5794.552,5794.446,5794.499,0.007,0.007,-33.9439,-34.9851,5794.50
156.472,5777.069,5777.362,5777.109,0.007,0.007,-33.9096,-34.9200,5777.11
156.972,5759.604,5759.712,5759.672,0.007,0.007,-33.8753,-34.8812,5759.67
157.472,5742.156,5742.143,5742.214,0.007,0.007,-33.8409,-34.8535,5742.21
157.972,5724.724,5724.751,5724.784,0.007,0.007,-33.8066,-34.8212,5724.78
158.472,5707.310,5707.360,5707.376,0.007,0.007,-33.7723,-34.7868,5707.38
158.972,5689.913,5689.836,5689.950,0.007,0.007,-33.7380,-34.7647,5689.95
159.472,5672.532,5672.441,5672.539,0.007,0.007,-33.7036,-34.7438,5672.54
159.972,5655.168,5655.052,5655.142,0.007,0.007,-33.6693,-34.7221,5655.14
160.472,5637.821,5637.896,5637.819,0.007,0.007,-33.6350,-34.6768,5637.82
160.972,5620.490,5620.752,5620.561,0.007,0.007,-33.6007,-34.6196,5620.56
161.472,5603.175,5602.937,5603.172,0.007,0.007,-33.5664,-34.6126,5603.17
161.972,5585.876,5586.078,5585.930,0.007,0.007,-33.5320,-34.5628,5585.93
162.472,5568.594,5568.525,5568.621,0.007,0.007,-33.4977,-34.5412,5568.62
162.972,5551.328,5551.350,5551.356,0.007,0.007,-33.4634,-34.5099,5551.36
163.472,5534.077,5533.794,5534.024,0.007,0.007,-33.4291,-34.5004,5534.02
163.972,5516.843,5516.602,5516.733,0.006,0.006,-33.3972,-34.4873,5516.73
164.472,5499.625,5499.890,5499.604,0.006,0.006,-33.3678,-34.4239,5499.60
164.972,5482.423,5482.683,5482.478,0.007,0.007,-33.3359,-34.3638,5482.48
165.472,5465.236,5464.966,5465.212,0.007,0.007,-33.3016,-34.3590,5465.21
165.972,5448.066,5447.794,5447.974,0.007,0.007,-33.2673,-34.3472,5447.97
166.472,5430.912,5430.988,5430.857,0.007,0.007,-33.2329,-34.2974,5430.86
166.972,5413.774,5413.666,5413.703,0.007,0.007,-33.1986,-34.2666,5413.70
167.472,5396.653,5396.484,5396.552,0.007,0.006,-33.1643,-34.2427,5396.55
167.972,5379.548,5379.270,5379.394,0.007,0.007,-33.1300,-34.2240,5379.39
168.472,5362.460,5362.492,5362.345,0.007,0.007,-33.0956,-34.1710,5362.35
168.972,5345.388,5345.253,5345.264,0.007,0.007,-33.0613,-34.1385,5345.26
169.472,5328.332,5328.229,5328.211,0.007,0.007,-33.0270,-34.0998,5328.21
169.972,5311.292,5311.192,5311.176,0.007,0.007,-32.9927,-34.0624,5311.18
170.472,5294.269,5294.158,5294.154,0.007,0.007,-32.9583,-34.0290,5294.15
170.972,5277.262,5277.472,5277.236,0.007,0.007,-32.9240,-33.9670,5277.24
171.472,5260.271,5260.362,5260.288,0.006,0.006,-32.8921,-33.9283,5260.29
171.972,5243.296,5243.453,5243.364,0.006,0.006,-32.8627,-33.8884,5243.36
172.472,5226.337,5226.496,5226.446,0.006,0.006,-32.8333,-33.8533,5226.45
172.972,5209.393,5209.556,5209.535,0.006,0.006,-32.8039,-33.8205,5209.53
173.472,5192.466,5192.645,5192.635,0.006,0.006,-32.7745,-33.7920,5192.64
173.972,5175.554,5175.537,5175.690,0.006,0.006,-32.7450,-33.7796,5175.69
174.472,5158.657,5158.933,5158.842,0.006,0.006,-32.7156,-33.7374,5158.84
174.972,5141.776,5141.941,5141.970,0.006,0.006,-32.6862,-33.7124,5141.97
175.472,5124.910,5125.038,5125.098,0.006,0.006,-32.6568,-33.6919,5125.10
175.972,5108.060,5108.261,5108.260,0.006,0.006,-32.6274,-33.6625,5108.26
176.472,5091.225,5091.043,5091.330,0.006,0.006,-32.5979,-33.6651,5091.33
176.972,5074.405,5074.143,5074.407,0.006,0.006,-32.5685,-33.6646,5074.41
177.472,5057.600,5057.770,5057.633,0.006,0.006,-32.5391,-33.6197,5057.63
177.972,5040.810,5040.789,5040.819,0.006,0.006,-32.5097,-33.5922,5040.82
178.472,5024.035,5023.853,5023.982,0.006,0.006,-32.4803,-33.5779,5023.98
178.972,5007.275,5007.506,5007.283,0.006,0.006,-32.4508,-33.5237,5007.28
179.472,4990.530,4990.276,4990.460,0.006,0.006,-32.4214,-33.5159,4990.46
179.972,4973.800,4973.719,4973.714,0.007,0.007,-32.3896,-33.4792,4973.71
180.472,4957.085,4957.029,4956.994,0.006,0.006,-32.3577,-33.4459,4956.99
180.972,4940.386,4940.234,4940.266,0.006,0.006,-32.3283,-33.4198,4940.27
181.472,4923.703,4923.828,4923.637,0.007,0.007,-32.2964,-33.3608,4923.64
181.972,4907.035,4906.848,4906.932,0.006,0.006,-32.2645,-33.3411,4906.93
182.472,4890.383,4890.333,4890.287,0.007,0.007,-32.2326,-33.3029,4890.29
182.972,4873.747,4873.890,4873.710,0.006,0.006,-32.2008,-33.2534,4873.71
183.472,4857.125,4857.019,4857.071,0.006,0.006,-32.1714,-33.2299,4857.07
183.972,4840.519,4840.603,4840.501,0.006,0.006,-32.1419,-33.1887,4840.50
184.472,4823.927,4823.939,4823.921,0.006,0.006,-32.1125,-33.1576,4823.92
184.972,4807.351,4807.349,4807.350,0.006,0.006,-32.0831,-33.1283,4807.35
185.472,4790.789,4790.919,4790.827,0.006,0.006,-32.0537,-33.0876,4790.83
185.972,4774.241,4774.537,4774.357,0.006,0.006,-32.0243,-33.0394,4774.36
186.472,4757.709,4757.638,4757.789,0.006,0.006,-31.9948,-33.0255,4757.79
186.972,4741.192,4741.062,4741.224,0.006,0.006,-31.9654,-33.0155,4741.22
187.472,4724.689,4724.729,4724.725,0.006,0.006,-31.9360,-32.9843,4724.73
187.972,4708.201,4708.345,4708.269,0.006,0.006,-31.9066,-32.9447,4708.27
188.472,4691.727,4691.936,4691.840,0.006,0.006,-31.8772,-32.9048,4691.84
188.972,4675.268,4675.385,4675.392,0.006,0.006,-31.8477,-32.8748,4675.39
189.472,4658.823,4658.702,4658.891,0.006,0.006,-31.8183,-32.8689,4658.89
189.972,4642.393,4642.303,4642.420,0.006,0.006,-31.7889,-32.8535,4642.42
190.472,4625.977,4626.194,4626.053,0.006,0.006,-31.7595,-32.8090,4626.05
190.972,4609.575,4609.569,4609.632,0.006,0.006,-31.7301,-32.7876,4609.63
191.472,4593.188,4592.934,4593.161,0.006,0.006,-31.7006,-32.7838,4593.16
191.972,4576.815,4576.619,4576.734,0.006,0.006,-31.6712,-32.7676,4576.73
192.472,4560.457,4560.469,4560.388,0.006,0.006,-31.6418,-32.7281,4560.39
192.972,4544.112,4543.842,4543.979,0.006,0.006,-31.6124,-32.7155,4543.98
193.472,4527.782,4528.030,4527.738,0.006,0.006,-31.5830,-32.6521,4527.74
193.972,4511.466,4511.442,4511.425,0.006,0.006,-31.5535,-32.6225,4511.42
194.472,4495.165,4495.015,4495.092,0.006,0.006,-31.5241,-32.6035,4495.09
194.972,4478.877,4479.156,4478.895,0.006,0.006,-31.4947,-32.5449,4478.89
195.472,4462.602,4462.847,4462.689,0.006,0.006,-31.4653,-32.4946,4462.69
195.972,4446.342,4446.340,4446.419,0.006,0.006,-31.4359,-32.4757,4446.42
196.472,4430.096,4429.858,4430.099,0.006,0.006,-31.4064,-32.4746,4430.10
196.972,4413.864,4414.003,4413.905,0.006,0.006,-31.3770,-32.4335,4413.91
197.472,4397.646,4397.715,4397.701,0.006,0.006,-31.3476,-32.4033,4397.70
197.972,4381.443,4381.676,4381.553,0.006,0.006,-31.3182,-32.3593,4381.55
198.472,4365.255,4365.070,4365.296,0.006,0.006,-31.2888,-32.3575,4365.30
198.972,4349.081,4349.135,4349.127,0.006,0.006,-31.2593,-32.3293,4349.13
199.472,4332.921,4332.936,4332.961,0.006,0.006,-31.2299,-32.3036,4332.96
199.972,4316.775,4317.039,4316.876,0.006,0.006,-31.2005,-32.2568,4316.88
200.472,4300.643,4300.480,4300.680,0.006,0.006,-31.1711,-32.2523,4300.68
200.972,4284.524,4284.513,4284.548,0.006,0.006,-31.1417,-32.2263,4284.55
201.472,4268.420,4268.530,4268.467,0.006,0.006,-31.1122,-32.1874,4268.47
201.972,4252.330,4252.142,4252.315,0.006,0.006,-31.0828,-32.1783,4252.32
202.472,4236.254,4236.080,4236.192,0.006,0.006,-31.0534,-32.1618,4236.19
202.972,4220.192,4219.972,4220.079,0.006,0.006,-31.0240,-32.1445,4220.08
203.472,4204.144,4204.099,4204.036,0.005,0.005,-30.9970,-32.1114,4204.04
203.972,4188.110,4187.829,4187.945,0.006,0.006,-30.9700,-32.0959,4187.94
204.472,4172.089,4171.919,4171.907,0.005,0.005,-30.9431,-32.0719,4171.91
204.972,4156.081,4155.934,4155.894,0.006,0.006,-30.9161,-32.0359,4155.89
205.472,4140.087,4139.930,4139.896,0.005,0.005,-30.8891,-32.0060,4139.90
205.972,4124.106,4124.117,4123.958,0.005,0.005,-30.8646,-31.9635,4123.96
206.472,4108.138,4108.037,4107.997,0.005,0.005,-30.8401,-31.9342,4108.00
206.972,4092.184,4092.414,4092.139,0.005,0.005,-30.8156,-31.8761,4092.14
207.472,4076.243,4076.399,4076.260,0.005,0.005,-30.7911,-31.8334,4076.26
207.972,4060.315,4060.150,4060.294,0.005,0.005,-30.7666,-31.8267,4060.29
208.472,4044.401,4044.522,4044.424,0.005,0.005,-30.7420,-31.7905,4044.42
208.972,4028.500,4028.698,4028.580,0.006,0.006,-30.7151,-31.7472,4028.58
209.472,4012.612,4012.837,4012.747,0.006,0.006,-30.6857,-31.7092,4012.75
209.972,3996.737,3996.606,3996.819,0.005,0.005,-30.6587,-31.7082,3996.82
210.472,3980.876,3981.000,3980.980,0.005,0.005,-30.6342,-31.6797,3980.98
210.972,3965.028,3964.890,3965.076,0.005,0.005,-30.6096,-31.6769,3965.08
211.472,3949.192,3949.473,3949.307,0.005,0.005,-30.5851,-31.6311,3949.31
211.972,3933.370,3933.381,3933.466,0.006,0.006,-30.5582,-31.6135,3933.47
212.472,3917.561,3917.418,3917.599,0.005,0.005,-30.5312,-31.6096,3917.60
212.972,3901.766,3901.733,3901.782,0.005,0.005,-30.5067,-31.5893,3901.78
213.472,3885.984,3885.852,3885.956,0.006,0.006,-30.4797,-31.5724,3885.96
213.972,3870.215,3870.356,3870.225,0.005,0.005,-30.4527,-31.5317,3870.22
214.472,3854.459,3854.303,3854.422,0.006,0.006,-30.4258,-31.5147,3854.42
214.972,3838.717,3838.713,3838.682,0.005,0.005,-30.3988,-31.4883,3838.68
215.472,3822.989,3822.927,3822.940,0.006,0.006,-30.3718,-31.4600,3822.94
215.972,3807.274,3807.028,3807.166,0.005,0.005,-30.3449,-31.4517,3807.17
216.472,3791.572,3791.292,3791.404,0.005,0.005,-30.3204,-31.4396,3791.40
216.972,3775.884,3775.832,3775.729,0.005,0.005,-30.2958,-31.4016,3775.73
217.472,3760.208,3760.426,3760.141,0.005,0.005,-30.2713,-31.3446,3760.14
217.972,3744.545,3744.621,3744.514,0.005,0.005,-30.2468,-31.3083,3744.51
218.472,3728.895,3728.723,3728.828,0.005,0.005,-30.2223,-31.2944,3728.83
218.972,3713.258,3713.043,3713.148,0.005,0.005,-30.1978,-31.2809,3713.15
219.472,3697.633,3697.887,3697.615,0.005,0.005,-30.1733,-31.2246,3697.61
219.972,3682.021,3682.270,3682.080,0.006,0.006,-30.1463,-31.1737,3682.08
220.472,3666.423,3666.331,3666.454,0.005,0.005,-30.1193,-31.1628,3666.45
220.972,3650.837,3650.993,3650.910,0.005,0.005,-30.0948,-31.1285,3650.91
221.472,3635.264,3635.192,3635.309,0.005,0.005,-30.0703,-31.1158,3635.31
221.972,3619.704,3619.893,3619.793,0.005,0.005,-30.0458,-31.0813,3619.79
222.472,3604.156,3604.401,3604.298,0.005,0.005,-30.0212,-31.0446,3604.30
222.972,3588.620,3588.815,3588.790,0.005,0.005,-29.9967,-31.0189,3588.79
223.472,3573.097,3573.148,3573.249,0.005,0.005,-29.9722,-31.0074,3573.25
223.972,3557.586,3557.518,3557.688,0.005,0.005,-29.9477,-31.0033,3557.69
224.472,3542.087,3541.993,3542.138,0.005,0.005,-29.9232,-30.9963,3542.14
224.972,3526.601,3526.801,3526.689,0.005,0.005,-29.8987,-30.9581,3526.69
225.472,3511.127,3511.160,3511.201,0.005,0.005,-29.8741,-30.9368,3511.20
225.972,3495.665,3495.901,3495.783,0.005,0.005,-29.8496,-30.8988,3495.78
226.472,3480.215,3480.056,3480.263,0.005,0.005,-29.8251,-30.8974,3480.26
226.972,3464.778,3464.954,3464.857,0.005,0.005,-29.8006,-30.8626,3464.86
227.472,3449.353,3449.176,3449.363,0.006,0.006,-29.7736,-30.8555,3449.36
227.972,3433.942,3434.215,3434.016,0.005,0.005,-29.7467,-30.8069,3434.02
228.472,3418.543,3418.608,3418.615,0.005,0.005,-29.7221,-30.7841,3418.62
228.972,3403.157,3403.422,3403.282,0.005,0.005,-29.6976,-30.7430,3403.28
229.472,3387.783,3387.910,3387.915,0.005,0.005,-29.6731,-30.7188,3387.91
229.972,3372.421,3372.611,3372.574,0.005,0.005,-29.6486,-30.6918,3372.57
230.472,3357.071,3356.985,3357.167,0.005,0.005,-29.6241,-30.6878,3357.17
230.972,3341.734,3341.774,3341.814,0.005,0.005,-29.5996,-30.6663,3341.81
231.472,3326.410,3326.115,3326.386,0.005,0.005,-29.5750,-30.6716,3326.39
231.972,3311.098,3311.243,3311.107,0.005,0.005,-29.5505,-30.6323,3311.11
232.472,3295.798,3295.971,3295.844,0.005,0.005,-29.5260,-30.5912,3295.84
232.972,3280.511,3280.794,3280.620,0.005,0.005,-29.5015,-30.5461,3280.62
233.472,3265.235,3265.169,3265.303,0.005,0.005,-29.4770,-30.5368,3265.30
233.972,3249.972,3249.989,3250.026,0.005,0.005,-29.4525,-30.5186,3250.03
234.472,3234.721,3234.606,3234.728,0.005,0.005,-29.4279,-30.5086,3234.73
234.972,3219.482,3219.515,3219.489,0.005,0.005,-29.4034,-30.4818,3219.49
235.472,3204.255,3204.110,3204.215,0.005,0.005,-29.3789,-30.4712,3204.21
235.972,3189.040,3188.837,3188.946,0.005,0.005,-29.3544,-30.4575,3188.95
236.472,3173.837,3173.668,3173.708,0.005,0.005,-29.3299,-30.4394,3173.71
236.972,3158.646,3158.355,3158.456,0.005,0.005,-29.3054,-30.4259,3158.46
237.472,3143.467,3143.755,3143.387,0.005,0.005,-29.2808,-30.3591,3143.39
237.972,3128.300,3128.347,3128.250,0.005,0.005,-29.2563,-30.3218,3128.25
238.472,3113.145,3113.226,3113.131,0.005,0.005,-29.2318,-30.2876,3113.13
238.972,3098.001,3098.112,3098.026,0.005,0.005,-29.2073,-30.2515,3098.03
239.472,3082.869,3083.095,3082.957,0.005,0.005,-29.1828,-30.2116,3082.96
239.972,3067.749,3067.786,3067.838,0.005,0.005,-29.1583,-30.1923,3067.84
240.472,3052.640,3052.670,3052.727,0.005,0.005,-29.1337,-30.1747,3052.73
240.972,3037.542,3037.837,3037.697,0.005,0.005,-29.1092,-30.1344,3037.70
241.472,3022.456,3022.359,3022.561,0.005,0.005,-29.0847,-30.1349,3022.56
241.972,3007.382,3007.538,3007.510,0.005,0.005,-29.0602,-30.1068,3007.51
242.472,2992.319,2992.020,2992.343,0.005,0.005,-29.0357,-30.1206,2992.34
242.972,2977.267,2976.986,2977.206,0.005,0.005,-29.0112,-30.1209,2977.21
243.472,2962.228,2961.967,2962.102,0.005,0.005,-28.9866,-30.1109,2962.10
243.972,2947.200,2947.400,2947.147,0.005,0.005,-28.9621,-30.0565,2947.15
244.472,2932.184,2932.109,2932.120,0.005,0.005,-28.9376,-30.0339,2932.12
244.972,2917.180,2917.049,2917.093,0.005,0.005,-28.9131,-30.0136,2917.09
245.472,2902.187,2902.140,2902.105,0.005,0.005,-28.8886,-29.9850,2902.11
245.972,2887.207,2887.340,2887.179,0.005,0.005,-28.8641,-29.9398,2887.18
246.472,2872.238,2872.435,2872.275,0.005,0.005,-28.8395,-29.8979,2872.27
246.972,2857.280,2857.238,2857.307,0.005,0.005,-28.8150,-29.8801,2857.31
247.472,2842.335,2842.595,2842.434,0.005,0.005,-28.7905,-29.8361,2842.43
247.972,2827.401,2827.126,2827.414,0.005,0.005,-28.7660,-29.8443,2827.41
248.472,2812.478,2812.686,2812.549,0.005,0.005,-28.7415,-29.8037,2812.55
248.972,2797.567,2797.470,2797.604,0.005,0.005,-28.7170,-29.7943,2797.60
249.472,2782.668,2782.909,2782.766,0.005,0.005,-28.6924,-29.7534,2782.77
249.972,2767.780,2767.841,2767.881,0.005,0.005,-28.6679,-29.7326,2767.88
250.472,2752.905,2753.152,2753.056,0.004,0.004,-28.6459,-29.7005,2753.06
250.972,2738.041,2737.810,2738.102,0.004,0.004,-28.6263,-29.7138,2738.10
251.472,2723.188,2722.966,2723.174,0.005,0.005,-28.6042,-29.7141,2723.17
251.972,2708.347,2708.077,2708.255,0.004,0.004,-28.5821,-29.7164,2708.25
252.472,2693.517,2693.403,2693.402,0.004,0.004,-28.5625,-29.6975,2693.40
252.972,2678.697,2678.593,2678.568,0.005,0.005,-28.5404,-29.6716,2678.57
253.472,2663.890,2664.070,2663.828,0.004,0.004,-28.5184,-29.6227,2663.83
253.972,2649.093,2649.181,2649.065,0.004,0.004,-28.4988,-29.5898,2649.06
254.472,2634.307,2634.038,2634.211,0.005,0.005,-28.4767,-29.5844,2634.21
254.972,2619.532,2619.432,2619.426,0.004,0.004,-28.4546,-29.5635,2619.43
255.472,2604.769,2604.742,2604.675,0.004,0.004,-28.4350,-29.5354,2604.67
255.972,2590.016,2589.806,2589.883,0.004,0.004,-28.4154,-29.5236,2589.88
256.472,2575.274,2575.528,2575.236,0.004,0.004,-28.3958,-29.4696,2575.24
256.972,2560.543,2560.686,2560.555,0.004,0.004,-28.3762,-29.4334,2560.55
257.472,2545.822,2545.588,2545.773,0.004,0.004,-28.3566,-29.4355,2545.77
257.972,2531.113,2531.319,2531.131,0.004,0.004,-28.3370,-29.3932,2531.13
258.472,2516.414,2516.516,2516.460,0.004,0.004,-28.3173,-29.3660,2516.46
258.972,2501.726,2502.012,2501.844,0.004,0.004,-28.2977,-29.3279,2501.84
259.472,2487.049,2487.046,2487.148,0.005,0.005,-28.2757,-29.3161,2487.15
259.972,2472.383,2472.489,2472.494,0.004,0.004,-28.2536,-29.2957,2472.49
260.472,2457.728,2457.600,2457.783,0.005,0.005,-28.2315,-29.2934,2457.78
260.972,2443.085,2442.796,2443.048,0.004,0.004,-28.2095,-29.3038,2443.05
