Time,Altitude,Vertical acceleration,Lateral acceleration
36.622,1.02E+04,-0.988,0.035
36.672,1.02E+04,-0.988,0.035
36.722,1.02E+04,-0.987,0.035
36.772,1.02E+04,-0.987,0.034
36.822,1.02E+04,-0.988,0.033
36.872,1.02E+04,-0.988,0.033
36.922,1.02E+04,-0.988,0.032
36.972,1.02E+04,-0.989,0.031
37.022,1.02E+04,-0.99,0.03
37.072,1.02E+04,-0.991,0.028
37.122,1.02E+04,-0.992,0.027
37.172,1.02E+04,-0.993,0.026
37.222,1.02E+04,-0.994,0.025
37.272,1.02E+04,-0.995,0.024
37.322,1.02E+04,-0.996,0.023
37.372,1.02E+04,-0.998,0.021
37.422,1.02E+04,-1,0.02
37.472,1.02E+04,-1.001,0.019
37.522,1.02E+04,-1.002,0.018
37.572,1.02E+04,-1.004,0.017
37.622,1.02E+04,-1.005,0.016
37.672,1.02E+04,-1.007,0.015
37.722,1.02E+04,-1.008,0.014
37.772,1.02E+04,-1.01,0.013
37.822,1.02E+04,-1.012,0.012
37.872,1.02E+04,-1.012,0.012
37.922,1.02E+04,-1.013,0.012
37.972,1.02E+04,-1.014,0.012
38.022,1.02E+04,-1.014,0.011
38.072,1.02E+04,-1.015,0.011
38.122,1.02E+04,-1.015,0.011
38.172,1.02E+04,-1.016,0.011
38.222,1.02E+04,-1.016,0.011
38.272,1.02E+04,-1.016,0.011
38.322,1.02E+04,-1.015,0.011
38.372,1.02E+04,-1.015,0.012
38.422,1.02E+04,-1.015,0.012
38.472,1.02E+04,-1.015,0.012
38.522,1.02E+04,-1.014,0.012
38.572,1.02E+04,-1.013,0.012
38.622,1.02E+04,-1.013,0.012
38.672,1.02E+04,-1.012,0.012
38.722,1.02E+04,-1.011,0.012
38.772,1.02E+04,-1.01,0.013
38.822,1.02E+04,-1.01,0.013
38.872,1.02E+04,-1.009,0.013
38.922,1.02E+04,-1.008,0.013
38.972,1.02E+04,-1.006,0.013
39.022,1.02E+04,-1.005,0.013
39.072,1.02E+04,-1.003,0.014
39.122,1.02E+04,-1.002,0.014
39.172,1.02E+04,-1.001,0.014
39.222,1.02E+04,-0.999,0.014
39.272,1.02E+04,-0.998,0.015
39.322,1.02E+04,-0.997,0.015
39.372,1.02E+04,-0.995,0.015
39.422,1.02E+04,-0.994,0.015
39.472,1.02E+04,-0.992,0.016
39.522,1.02E+04,-0.991,0.016
39.572,1.02E+04,-0.989,0.016
39.622,1.02E+04,-0.988,0.016
39.672,1.02E+04,-0.987,0.016
39.722,1.02E+04,-0.986,0.016
39.772,1.02E+04,-0.985,0.016
39.822,1.02E+04,-0.984,0.016
39.872,1.02E+04,-0.983,0.016
39.922,1.02E+04,-0.982,0.016
39.972,1.02E+04,-0.982,0.016
40.022,1.02E+04,-0.981,0.016
40.072,1.02E+04,-0.98,0.016
40.122,1.02E+04,-0.98,0.015
40.172,1.02E+04,-0.979,0.015
40.222,1.02E+04,-0.979,0.015
40.272,1.02E+04,-0.979,0.015
40.322,1.02E+04,-0.979,0.015
40.372,1.02E+04,-0.981,1.132
40.44,1.02E+04,-0.966,1.103
40.51,1.02E+04,-0.951,1.075
40.581,1.02E+04,-0.937,1.047
40.653,1.02E+04,-0.923,1.013
40.728,1.02E+04,-0.908,1
40.803,1.02E+04,-0.894,0.982
40.88,1.02E+04,-0.881,0.952
40.959,1.02E+04,-0.87,0.904
41.04,1.02E+04,-0.857,0.875
41.123,1.02E+04,-0.845,0.842
41.209,1.02E+04,-0.834,0.804
41.297,1.02E+04,-0.823,0.773
41.387,1.02E+04,-0.811,0.751
41.479,1.02E+04,-0.798,0.737
41.573,1.02E+04,-0.786,0.713
41.669,1.02E+04,-0.774,0.699
41.767,1.02E+04,-0.763,0.674
41.867,1.02E+04,-0.753,0.647
41.97,1.02E+04,-0.739,0.642
42.074,1.02E+04,-0.725,0.635
42.18,1.02E+04,-0.714,0.614
42.288,1.02E+04,-0.7,0.611
42.398,1.02E+04,-0.691,0.581
42.511,1.02E+04,-0.681,0.561
42.626,1.02E+04,-0.67,0.542
42.745,1.02E+04,-0.658,0.525
42.866,1.02E+04,-0.643,0.523
42.989,1.02E+04,-0.629,0.514
43.114,1.02E+04,-0.619,0.492
43.243,1.02E+04,-0.603,0.486
43.375,1.02E+04,-0.588,0.481
43.509,1.02E+04,-0.575,0.467
43.647,1.02E+04,-0.562,0.451
43.788,1.02E+04,-0.544,0.449
43.933,1.02E+04,-0.526,0.449
44.08,1.02E+04,-0.514,0.429
44.233,1.02E+04,-0.495,0.426
44.389,1.02E+04,-0.474,0.431
44.548,1.02E+04,-0.459,0.418
44.712,1.02E+04,-0.439,0.418
44.88,1.02E+04,-0.423,0.407
45.054,1.02E+04,-0.411,0.381
45.236,1.01E+04,-0.394,0.369
45.425,1.01E+04,-0.378,0.351
45.623,1.01E+04,-0.363,0.329
45.831,1.01E+04,-0.343,0.319
46.049,1.01E+04,-0.322,0.307
46.278,1.01E+04,-0.299,0.304
46.517,1.01E+04,-0.276,0.297
46.768,1.01E+04,-0.251,0.302
47.028,1.01E+04,-0.228,0.3
47.299,1.01E+04,-0.21,0.283
47.588,1.01E+04,-0.193,0.261
47.902,1.01E+04,-0.173,0.248
48.239,1.00E+04,-0.151,0.242
48.596,1.00E+04,-0.137,0.209
49.004,1.00E+04,-0.118,0.183
49.472,9983.006,-0.098,0.158
49.972,9961.918,-0.078,0.147
50.472,9940.615,-0.058,0.156
50.972,9919.145,-0.048,0.123
51.472,9897.547,-0.036,0.114
51.972,9875.847,-0.027,0.098
52.472,9854.069,-0.02,0.082
52.972,9832.233,-0.012,0.091
53.472,9810.357,-0.008,0.073
53.972,9788.455,-0.005,0.05
54.472,9766.536,-0.001,0.055
54.972,9744.609,0.002,0.065
55.472,9722.684,0.004,0.063
55.972,9700.767,0.005,0.047
56.472,9678.861,0.006,0.031
56.972,9656.969,0.007,0.033
57.472,9635.093,0.009,0.042
57.972,9613.237,0.009,0.022
58.472,9591.403,0.009,0.023
58.972,9569.591,0.01,0.026
59.472,9547.802,0.01,0.015
59.972,9526.038,0.01,0.007
60.472,9504.299,0.011,0.001
60.972,9482.586,0.011,0.004
61.472,9460.899,0.011,0.008
61.972,9439.238,0.011,0.013
62.472,9417.606,0.012,0.023
62.972,9396.001,0.012,0.02
63.472,9374.426,0.012,0.001
63.972,9352.879,0.012,0.007
64.472,9331.36,0.012,0.003
64.972,9309.869,0.012,0.012
65.472,9288.407,0.012,0.012
65.972,9266.973,0.012,0.007
66.472,9245.568,0.012,0.012
66.972,9224.19,0.011,0.006
67.472,9202.841,0.011,0.009
67.972,9181.519,0.011,0.016
68.472,9160.226,0.011,0.009
68.972,9138.96,0.011,0.015
69.472,9117.722,0.011,0.006
69.972,9096.511,0.011,0.019
70.472,9075.327,0.011,0.001
70.972,9054.17,0.011,0.012
71.472,9033.04,0.011,0.009
71.972,9011.937,0.011,0.013
72.472,8990.86,0.011,0.006
72.972,8969.809,0.011,0.026
73.472,8948.786,0.011,0.004
73.972,8927.789,0.011,0.012
74.472,8906.819,0.011,0.017
74.972,8885.876,0.011,0.004
75.472,8864.96,0.011,0.007
75.972,8844.07,0.011,0.004
76.472,8823.207,0.011,0.012
76.972,8802.371,0.011,4.08E-04
77.472,8781.562,0.011,7.14E-04
77.972,8760.779,0.011,0.007
78.472,8740.022,0.011,0.006
78.972,8719.291,0.011,0.016
79.472,8698.587,0.011,0.013
79.972,8677.908,0.011,0.011
80.472,8657.256,0.01,1.67E-05
80.972,8636.629,0.01,0.015
81.472,8616.027,0.01,1.51E-05
81.972,8595.451,0.01,3.06E-04
82.472,8574.9,0.01,0.006
82.972,8554.374,0.01,0.007
83.472,8533.872,0.01,0.013
83.972,8513.396,0.01,0.013
84.472,8492.944,0.01,0.003
84.972,8472.516,0.01,0.003
85.472,8452.113,0.01,0.01
85.972,8431.735,0.01,4.08E-04
86.472,8411.382,0.01,0.005
86.972,8391.054,0.01,0.014
87.472,8370.751,0.01,0.001
87.972,8350.473,0.01,0.012
88.472,8330.22,0.01,0.013
88.972,8309.991,0.01,0.009
89.472,8289.788,0.01,0.018
89.972,8269.609,0.01,0.022
90.472,8249.455,0.01,0.013
90.972,8229.326,0.01,8.16E-04
91.472,8209.221,0.01,0.002
91.972,8189.139,0.01,0.009
92.472,8169.082,0.01,0.02
92.972,8149.048,0.01,0.022
93.472,8129.039,0.009,0.003
93.972,8109.053,0.01,0.018
94.472,8089.091,0.009,0.007
94.972,8069.151,0.009,4.08E-04
95.472,8049.235,0.01,0.026
95.972,8029.342,0.009,0.017
96.472,8009.472,0.009,0.019
96.972,7989.625,0.009,0.012
97.472,7969.801,0.009,0.008
97.972,7949.999,0.009,0.013
98.472,7930.221,0.009,0.007
98.972,7910.465,0.009,0.011
99.472,7890.733,0.009,0.014
99.972,7871.023,0.009,0.01
100.472,7851.338,0.01,0.026
100.972,7831.675,0.009,0.005
101.472,7812.036,0.009,0.003
101.972,7792.419,0.009,0.002
102.472,7772.825,0.009,0.011
102.972,7753.254,0.009,0.013
103.472,7733.705,0.009,0.018
103.972,7714.18,0.009,0.008
104.472,7694.676,0.009,0.016
104.972,7675.195,0.009,0.009
105.472,7655.736,0.009,0.002
105.972,7636.299,0.009,0.005
106.472,7616.884,0.009,0.012
106.972,7597.49,0.009,0.021
107.472,7578.119,0.009,0.019
107.972,7558.769,0.009,0.01
108.472,7539.441,0.009,0.009
108.972,7520.134,0.009,0.011
109.472,7500.848,0.008,7.14E-04
109.972,7481.583,0.009,0.006
110.472,7462.339,0.009,0.003
110.972,7443.117,0.009,0.007
111.472,7423.916,0.009,5.10E-04
111.972,7404.736,0.009,0.015
112.472,7385.579,0.009,0.002
112.972,7366.442,0.009,0.002
113.472,7347.328,0.009,0.01
113.972,7328.235,0.009,0.011
114.472,7309.163,0.009,0.005
114.972,7290.113,0.009,0.003
115.472,7271.084,0.009,0.003
115.972,7252.076,0.009,0.006
116.472,7233.089,0.009,0.007
116.972,7214.123,0.009,0.014
117.472,7195.178,0.008,0.006
117.972,7176.253,0.008,0.01
118.472,7157.35,0.008,0.004
118.972,7138.467,0.008,0.009
119.472,7119.604,0.008,0.003
119.972,7100.761,0.009,0.031
120.472,7081.94,0.008,0.012
120.972,7063.138,0.008,0.009
121.472,7044.357,0.008,0.001
121.972,7025.595,0.008,0.009
122.472,7006.853,0.008,0.003
122.972,6988.13,0.008,0.015
123.472,6969.428,0.008,0.013
123.972,6950.745,0.008,0.001
124.472,6932.082,0.008,1.02E-04
124.972,6913.438,0.008,0.006
125.472,6894.815,0.008,0.007
125.972,6876.213,0.008,0.009
126.472,6857.63,0.008,0.026
126.972,6839.067,0.008,0.005
127.472,6820.525,0.008,0.021
127.972,6802.003,0.008,0.025
128.472,6783.501,0.008,0.007
128.972,6765.019,0.008,0.001
129.472,6746.556,0.008,0.004
129.972,6728.113,0.008,0.025
130.472,6709.689,0.008,0.018
130.972,6691.285,0.008,0.006
131.472,6672.9,0.008,0.001
131.972,6654.534,0.008,0.013
132.472,6636.187,0.008,0.009
132.972,6617.859,0.008,0.007
133.472,6599.549,0.008,0.008
133.972,6581.259,0.008,8.16E-04
134.472,6562.987,0.008,0.005
134.972,6544.733,0.008,0.009
135.472,6526.498,0.008,0.009
135.972,6508.281,0.008,0.015
136.472,6490.083,0.008,0.032
136.972,6471.904,0.007,0.007
137.472,6453.743,0.008,5.10E-04
137.972,6435.601,0.008,0.012
138.472,6417.477,0.008,0.002
138.972,6399.372,0.008,8.16E-04
139.472,6381.286,0.008,0.023
139.972,6363.219,0.008,0.013
140.472,6345.17,0.008,0.014
140.972,6327.14,0.008,0.022
141.472,6309.129,0.007,0.003
141.972,6291.136,0.007,0.006
142.472,6273.162,0.007,0.014
142.972,6255.206,0.007,0.006
143.472,6237.268,0.007,0.003
143.972,6219.348,0.007,0.011
144.472,6201.446,0.007,0.008
144.972,6183.562,0.007,0.016
145.472,6165.696,0.007,0.011
145.972,6147.848,0.007,0.002
146.472,6130.018,0.007,0.016
146.972,6112.205,0.007,0.001
147.472,6094.41,0.007,0.015
147.972,6076.633,0.007,0.006
148.472,6058.873,0.007,2.04E-04
148.972,6041.13,0.007,0.022
149.472,6023.404,0.007,0.013
149.972,6005.696,0.007,0.02
150.472,5988.005,0.007,0.027
150.972,5970.332,0.007,0.007
151.472,5952.676,0.007,0.011
151.972,5935.037,0.007,0.004
152.472,5917.415,0.007,0.009
152.972,5899.81,0.007,0.005
153.472,5882.223,0.007,0.012
153.972,5864.654,0.007,0.008
154.472,5847.102,0.007,0.026
154.972,5829.567,0.007,0.026
155.472,5812.051,0.007,0.003
155.972,5794.552,0.007,0.005
156.472,5777.069,0.007,0.015
156.972,5759.604,0.007,0.006
157.472,5742.156,0.007,0.023
157.972,5724.724,0.007,0.021
158.472,5707.31,0.007,0.015
158.972,5689.913,0.007,0.007
159.472,5672.532,0.007,0.02
159.972,5655.168,0.007,0.01
160.472,5637.821,0.007,7.30E-05
160.972,5620.49,0.007,0.005
161.472,5603.175,0.007,0.007
161.972,5585.876,0.007,0.02
162.472,5568.594,0.007,0.004
162.972,5551.328,0.007,0.007
163.472,5534.077,0.007,0.01
163.972,5516.843,0.006,0.001
164.472,5499.625,0.006,0.001
164.972,5482.423,0.007,0.01
165.472,5465.236,0.007,0.005
165.972,5448.066,0.007,0.008
166.472,5430.912,0.007,0.017
166.972,5413.774,0.007,0.001
167.472,5396.653,0.007,0.008
167.972,5379.548,0.007,0.007
168.472,5362.46,0.007,0.006
168.972,5345.388,0.007,0.013
169.472,5328.332,0.007,0.006
169.972,5311.292,0.007,0.016
170.472,5294.269,0.007,0.027
170.972,5277.262,0.007,0.015
171.472,5260.271,0.006,0.005
171.972,5243.296,0.006,0.011
172.472,5226.337,0.006,0.013
172.972,5209.393,0.006,0.016
173.472,5192.466,0.006,0.019
173.972,5175.554,0.006,0.009
174.472,5158.657,0.006,0.011
174.972,5141.776,0.006,0.003
175.472,5124.91,0.006,0.02
175.972,5108.06,0.006,5.10E-04
176.472,5091.225,0.006,0.012
176.972,5074.405,0.006,0.014
177.472,5057.6,0.006,0.012
177.972,5040.81,0.006,0.003
178.472,5024.035,0.006,0.001
178.972,5007.275,0.006,0.011
179.472,4990.53,0.006,9.18E-04
179.972,4973.8,0.007,0.032
180.472,4957.085,0.006,0.016
180.972,4940.386,0.006,0.025
181.472,4923.703,0.007,0.039
181.972,4907.035,0.006,8.16E-04
182.472,4890.383,0.007,0.032
182.972,4873.747,0.006,0.02
183.472,4857.125,0.006,0.007
183.972,4840.519,0.006,0.029
184.472,4823.927,0.006,0.002
184.972,4807.351,0.006,0.003
185.472,4790.789,0.006,0.02
185.972,4774.241,0.006,0.018
186.472,4757.709,0.006,0.01
186.972,4741.192,0.006,0.011
187.472,4724.689,0.006,0.01
187.972,4708.201,0.006,0.011
188.472,4691.727,0.006,0.004
188.972,4675.268,0.006,0.014
189.472,4658.823,0.006,0.005
189.972,4642.393,0.006,0.013
190.472,4625.977,0.006,0.012
190.972,4609.575,0.006,0.017
191.472,4593.188,0.006,0.015
191.972,4576.815,0.006,0.008
192.472,4560.457,0.006,0.006
192.972,4544.112,0.006,0.029
193.472,4527.782,0.006,0.023
193.972,4511.466,0.006,0.017
194.472,4495.165,0.006,0.014
194.972,4478.877,0.006,0.009
195.472,4462.602,0.006,0.003
195.972,4446.342,0.006,0.002
196.472,4430.096,0.006,0.011
196.972,4413.864,0.006,0.021
197.472,4397.646,0.006,0.025
197.972,4381.443,0.006,0.023
198.472,4365.255,0.006,0.006
198.972,4349.081,0.006,0.002
199.472,4332.921,0.006,0.013
199.972,4316.775,0.006,0.002
200.472,4300.643,0.006,5.10E-04
200.972,4284.524,0.006,0.018
201.472,4268.42,0.006,0.017
201.972,4252.33,0.006,0.015
202.472,4236.254,0.006,0.029
202.972,4220.192,0.006,0.017
203.472,4204.144,0.005,0.004
203.972,4188.11,0.006,0.012
204.472,4172.089,0.005,0.005
204.972,4156.081,0.006,0.014
205.472,4140.087,0.005,0.004
205.972,4124.106,0.005,0.007
206.472,4108.138,0.005,0.005
206.972,4092.184,0.005,0.01
207.472,4076.243,0.005,0.008
207.972,4060.315,0.005,0.008
208.472,4044.401,0.005,0.015
208.972,4028.5,0.006,0.022
209.472,4012.612,0.006,0.027
209.972,3996.737,0.005,0.015
210.472,3980.876,0.005,0.005
210.972,3965.028,0.005,0.006
211.472,3949.192,0.005,2.04E-04
211.972,3933.37,0.006,0.015
212.472,3917.561,0.005,0.003
212.972,3901.766,0.005,0.005
213.472,3885.984,0.006,0.013
213.972,3870.215,0.005,0.006
214.472,3854.459,0.006,0.026
214.972,3838.717,0.005,0.006
215.472,3822.989,0.006,0.025
215.972,3807.274,0.005,0.011
216.472,3791.572,0.005,0.005
216.972,3775.884,0.005,0.01
217.472,3760.208,0.005,0.017
217.972,3744.545,0.005,0.004
218.472,3728.895,0.005,8.16E-04
218.972,3713.258,0.005,0.004
219.472,3697.633,0.005,0.012
219.972,3682.021,0.006,0.032
220.472,3666.423,0.005,0.009
220.972,3650.837,0.005,0.007
221.472,3635.264,0.005,0.015
221.972,3619.704,0.005,0.017
222.472,3604.156,0.005,0.009
222.972,3588.62,0.005,0.003
223.472,3573.097,0.005,0.006
223.972,3557.586,0.005,0.006
224.472,3542.087,0.005,0.003
224.972,3526.601,0.005,0.012
225.472,3511.127,0.005,0.02
225.972,3495.665,0.005,0.011
226.472,3480.215,0.005,0.014
226.972,3464.778,0.005,0.009
227.472,3449.353,0.006,0.034
227.972,3433.942,0.005,0.014
228.472,3418.543,0.005,0.014
228.972,3403.157,0.005,0.009
229.472,3387.783,0.005,0.005
229.972,3372.421,0.005,0.002
230.472,3357.071,0.005,0.018
230.972,3341.734,0.005,0.019
231.472,3326.41,0.005,0.003
231.972,3311.098,0.005,0.003
232.472,3295.798,0.005,0.016
232.972,3280.511,0.005,0.007
233.472,3265.235,0.005,0.004
233.972,3249.972,0.005,0.01
234.472,3234.721,0.005,0.006
234.972,3219.482,0.005,0.003
235.472,3204.255,0.005,0.013
235.972,3189.04,0.005,0.002
236.472,3173.837,0.005,0.009
236.972,3158.646,0.005,0.025
237.472,3143.467,0.005,0.002
237.972,3128.3,0.005,2.04E-04
238.472,3113.145,0.005,0.003
238.972,3098.001,0.005,0.004
239.472,3082.869,0.005,0.008
239.972,3067.749,0.005,0.003
240.472,3052.64,0.005,0.001
240.972,3037.542,0.005,0.008
241.472,3022.456,0.005,0.005
241.972,3007.382,0.005,0.001
242.472,2992.319,0.005,0.015
242.972,2977.267,0.005,7.14E-04
243.472,2962.228,0.005,0.023
243.972,2947.2,0.005,0.014
244.472,2932.184,0.005,0.014
244.972,2917.18,0.005,0.009
245.472,2902.187,0.005,0.004
245.972,2887.207,0.005,0.008
246.472,2872.238,0.005,0.016
246.972,2857.28,0.005,0.006
247.472,2842.335,0.005,0.003
247.972,2827.401,0.005,0.002
248.472,2812.478,0.005,0.003
248.972,2797.567,0.005,0.003
249.472,2782.668,0.005,0.03
249.972,2767.78,0.005,0.027
250.472,2752.905,0.004,0.001
250.972,2738.041,0.004,0.004
251.472,2723.188,0.005,0.025
251.972,2708.347,0.004,0.013
252.472,2693.517,0.004,0.007
252.972,2678.697,0.005,0.021
253.472,2663.89,0.004,0.015
253.972,2649.093,0.004,2.04E-04
254.472,2634.307,0.005,0.02
254.972,2619.532,0.004,0.005
255.472,2604.769,0.004,0.008
255.972,2590.016,0.004,0.013
256.472,2575.274,0.004,0.007
256.972,2560.543,0.004,0.007
257.472,2545.822,0.004,0.007
257.972,2531.113,0.004,0.01
258.472,2516.414,0.004,0.007
258.972,2501.726,0.004,0.014
259.472,2487.049,0.005,0.034
259.972,2472.383,0.004,0.009
260.472,2457.728,0.005,0.032
260.972,2443.085,0.004,0.015
261.472,2428.453,0.004,0.013
261.972,2413.831,0.004,0.015
262.472,2399.221,0.004,0.006
262.972,2384.621,0.005,0.026
263.472,2370.032,0.004,0.002
263.972,2355.455,0.005,0.025
264.472,2340.888,0.004,0.022
264.972,2326.333,0.004,0.004
265.472,2311.789,0.004,0.015
265.972,2297.255,0.004,0.01
266.472,2282.731,0.004,0.012
266.972,2268.219,0.004,0.013
267.472,2253.717,0.004,0.006
267.972,2239.226,0.004,0.012
268.472,2224.745,0.005,0.026
268.972,2210.275,0.004,0.003
269.472,2195.816,0.004,0.019
269.972,2181.368,0.004,0.007
270.472,2166.929,0.004,0.006
270.972,2152.502,0.004,0.002
271.472,2138.084,0.004,0.02
271.972,2123.677,0.004,0.011
272.472,2109.28,0.004,0.006
272.972,2094.894,0.004,0.021
273.472,2080.518,0.004,0.021
273.972,2066.153,0.004,0.002
274.472,2051.798,0.004,0.008
274.972,2037.452,0.004,0.012
275.472,2023.117,0.004,0.017
275.972,2008.792,0.004,0.013
276.472,1994.477,0.004,0.005
276.972,1980.172,0.004,0.019
277.472,1965.878,0.004,0.011
277.972,1951.593,0.004,0.009
278.472,1937.319,0.004,0.024
278.972,1923.056,0.004,0.008
279.472,1908.803,0.004,0.011
279.972,1894.56,0.004,0.02
280.472,1880.328,0.004,0.008
280.972,1866.106,0.004,0.008
281.472,1851.895,0.004,0.009
281.972,1837.693,0.005,0.032
282.472,1823.502,0.004,0.006
282.972,1809.322,0.004,0.009
283.472,1795.152,0.004,0.018
283.972,1780.991,0.004,0.002
284.472,1766.841,0.004,0.006
284.972,1752.701,0.004,0.009
285.472,1738.57,0.004,0.007
285.972,1724.45,0.004,0.007
286.472,1710.339,0.004,0.019
286.972,1696.239,0.004,0.003
287.472,1682.148,0.004,0.006
287.972,1668.067,0.004,0.006
288.472,1653.996,0.004,0.011
288.972,1639.935,0.004,0.002
289.472,1625.884,0.004,0.019
289.972,1611.842,0.004,0.005
290.472,1597.81,0.004,0.017
290.972,1583.788,0.004,0.021
291.472,1569.776,0.004,0.012
291.972,1555.774,0.004,6.12E-04
292.472,1541.781,0.004,0.014
292.972,1527.797,0.004,0.007
293.472,1513.823,0.004,0.002
293.972,1499.858,0.004,0.003
294.472,1485.903,0.004,0.021
294.972,1471.957,0.004,0.013
295.472,1458.021,0.004,0.004
295.972,1444.095,0.004,0.01
296.472,1430.178,0.004,0.001
296.972,1416.271,0.004,0.004
297.472,1402.374,0.004,0.018
297.972,1388.487,0.004,0.013
298.472,1374.609,0.004,0.005
298.972,1360.742,0.004,0.003
299.472,1346.884,0.004,0.013
299.972,1333.035,0.004,0.006
300.472,1319.196,0.004,0.008
300.972,1305.367,0.004,0.011
301.472,1291.547,0.004,0.007
301.972,1277.737,0.004,0.007
302.472,1263.936,0.004,0.001
302.473,1263.909,29.695,0.038
302.476,1263.816,27.511,0.059
302.48,1263.719,25.407,0.079
302.484,1263.618,23.384,0.098
302.488,1263.513,21.442,0.116
302.493,1263.403,19.58,0.134
302.498,1263.288,17.799,0.151
302.504,1263.168,16.099,0.158
302.51,1263.04,14.479,0.16
302.517,1262.906,12.94,0.162
302.525,1262.763,11.481,0.164
302.534,1262.612,10.103,0.165
302.544,1262.449,8.806,0.167
302.556,1262.274,7.589,0.146
302.569,1262.085,6.453,0.1
302.585,1261.878,5.397,0.056
302.604,1261.65,4.421,0.024
302.627,1261.394,3.527,0.028
302.656,1261.102,2.713,0.029
302.693,1260.76,1.98,0.019
302.745,1260.343,1.328,0.067
302.822,1259.799,0.759,0.116
302.954,1258.99,0.271,0.072
303.18,1257.793,0.013,0.021
303.432,1256.533,2.04E-04,0.023
303.686,1255.27,1.02E-04,0.023
303.94,1254.006,0.007,0.124
304.194,1252.745,-0.006,0.046
304.449,1251.48,0.002,0.074
304.703,1250.217,-0.001,0.053
304.958,1248.954,-0.001,0.022
305.212,1247.691,0.005,0.099
305.466,1246.43,-0.003,0.056
305.72,1245.166,-0.001,0.016
305.974,1243.903,4.08E-04,0.03
306.228,1242.641,6.12E-04,0.044
306.482,1241.38,0.017,0.192
306.736,1240.123,-0.006,0.154
306.992,1238.86,-0.01,0.055
307.248,1237.595,0.002,0.081
307.502,1236.334,-8.16E-04,0.069
307.756,1235.073,-0.002,0.013
308.01,1233.811,4.08E-04,0.027
308.264,1232.55,-2.04E-04,0.004
308.517,1231.289,9.18E-04,0.041
308.771,1230.029,0.008,0.134
309.025,1228.771,-0.003,0.102
309.28,1227.51,-0.001,0.087
309.534,1226.249,-3.06E-04,0.083
309.788,1224.989,0.004,0.12
310.042,1223.73,-0.004,0.081
310.297,1222.47,-0.002,0.048
310.551,1221.21,-9.18E-04,0.011
310.805,1219.95,0.005,0.1
311.058,1218.692,-0.003,0.065
311.312,1217.432,0.003,0.1
311.566,1216.174,-0.004,0.026
311.82,1214.914,0.003,0.08
312.074,1213.657,-0.003,0.018
312.328,1212.397,0.021,0.209
312.581,1211.146,-0.017,0.087
312.837,1209.882,-0.003,0.024
313.091,1208.623,0.001,0.053
313.345,1207.366,0.001,0.073
313.598,1206.109,-0.003,0.007
313.852,1204.85,1.02E-04,0.009
314.105,1203.593,0.001,0.043
314.359,1202.336,0.005,0.106
314.612,1201.081,-0.004,0.05
314.866,1199.823,-6.12E-04,0.031
315.12,1198.566,-4.08E-04,0.005
315.373,1197.309,0.001,0.044
315.626,1196.053,0.008,0.133
315.88,1194.799,-0.006,0.072
316.134,1193.541,2.04E-04,0.073
316.388,1192.285,-0.002,0.019
316.641,1191.029,4.08E-04,0.031
316.895,1189.773,-4.07E-05,0.025
317.148,1188.518,4.08E-04,0.035
317.401,1187.263,-4.08E-04,0.014
317.654,1186.007,0.003,0.072
317.907,1184.753,-0.001,0.051
318.161,1183.498,-9.18E-04,0.023
318.414,1182.243,4.08E-04,0.031
318.667,1180.989,0.003,0.082
318.92,1179.735,7.14E-04,0.088
319.174,1178.481,-0.004,0.019
319.428,1177.226,0.002,0.056
319.681,1175.972,-0.001,0.014
319.934,1174.718,1.00E-04,0.012
320.187,1173.465,0.01,0.14
320.44,1172.214,-0.001,0.128
320.694,1170.961,-0.007,0.052
320.948,1169.705,0.003,0.097
321.201,1168.453,-0.002,0.063
321.455,1167.2,0.001,0.078
321.708,1165.947,-0.003,0.024
321.961,1164.694,0.001,0.048
322.214,1163.442,0.002,0.079
322.467,1162.19,-8.16E-04,0.066
322.72,1160.938,0.019,0.208
322.973,1159.692,-0.02,0.006
323.229,1158.434,4.08E-04,0.021
323.482,1157.182,3.06E-04,0.029
323.734,1155.931,-1.02E-04,0.018
323.987,1154.679,1.02E-04,0.017
324.24,1153.428,4.57E-05,0.012
324.493,1152.177,0.015,0.176
324.746,1150.931,-0.01,0.098
325,1149.677,-0.005,0.002
325.254,1148.425,2.04E-04,0.015
325.506,1147.175,0.006,0.113
325.759,1145.927,-0.004,0.065
326.012,1144.675,0.001,0.083
326.265,1143.426,-0.002,0.043
326.518,1142.175,0.003,0.084
326.771,1140.926,-0.003,0.032
327.024,1139.676,1.59E-05,0.029
327.277,1138.427,4.08E-04,0.037
327.529,1137.177,-2.04E-04,0.028
327.782,1135.928,-2.04E-04,0.008
328.035,1134.679,0.001,0.048
328.287,1133.431,-0.001,8.16E-04
328.54,1132.182,4.08E-04,0.022
328.792,1130.934,0.006,0.107
329.045,1129.687,-0.004,0.055
329.298,1128.438,5.10E-04,0.062
329.55,1127.19,0.005,0.121
329.803,1125.944,-0.007,0.006
330.056,1124.694,4.08E-04,0.023
330.309,1123.447,0.003,0.08
330.561,1122.2,-0.003,0.014
330.814,1120.952,0.005,0.101
331.066,1119.707,-0.004,0.048
331.319,1118.458,-7.14E-04,0.027
331.572,1117.211,6.44E-05,0.025
331.824,1115.965,0.001,0.049
332.077,1114.719,-0.001,0.014
332.329,1113.472,2.04E-04,0.017
332.581,1112.226,0.008,0.125
332.833,1110.982,-0.006,0.057
333.087,1109.735,-1.18E-05,0.055
