Time,Real_Alt,Baro_Alt,kf_altitude,Real_G,Sens_G,Real_Vel,kf_velocity,Pred_Apogee
212.041,4028.369,4028.121,4028.258,0.005,0.006,-30.6232,-31.8185,4028.26
212.541,4012.480,4012.285,4012.336,0.005,0.005,-30.5972,-31.7976,4012.34
213.041,3996.604,3996.518,3996.464,0.005,0.005,-30.5712,-31.7661,3996.46
213.541,3980.741,3980.622,3980.597,0.005,0.005,-30.5449,-31.7364,3980.60
214.041,3964.891,3965.067,3964.826,0.005,0.006,-30.5185,-31.6806,3964.83
214.541,3949.055,3949.249,3949.062,0.006,0.005,-30.4917,-31.6336,3949.06
215.041,3933.231,3932.971,3933.175,0.006,0.006,-30.4647,-31.6299,3933.18
215.541,3917.422,3917.459,3917.392,0.006,0.006,-30.4377,-31.5951,3917.39
216.041,3901.625,3901.653,3901.615,0.006,0.005,-30.4107,-31.5655,3901.61
216.541,3885.842,3885.879,3885.850,0.006,0.005,-30.3838,-31.5371,3885.85
217.041,3870.073,3869.885,3870.033,0.005,0.006,-30.3570,-31.5274,3870.03
217.541,3854.317,3854.224,3854.262,0.005,0.006,-30.3305,-31.5043,3854.26
218.041,3838.574,3838.310,3838.460,0.005,0.005,-30.3040,-31.4974,3838.46
218.541,3822.844,3823.114,3822.825,0.005,0.005,-30.2775,-31.4367,3822.83
219.041,3807.128,3807.390,3807.189,0.005,0.006,-30.2510,-31.3851,3807.19
219.541,3791.425,3791.363,3791.465,0.005,0.005,-30.2248,-31.3716,3791.46
220.041,3775.735,3775.928,3775.824,0.005,0.005,-30.1988,-31.3325,3775.82
220.541,3760.058,3760.222,3760.180,0.005,0.005,-30.1728,-31.3012,3760.18
221.041,3744.394,3744.606,3744.555,0.005,0.005,-30.1468,-31.2693,3744.55
221.541,3728.743,3728.775,3728.885,0.005,0.005,-30.1208,-31.2561,3728.89
222.041,3713.105,3713.082,3713.214,0.005,0.005,-30.0951,-31.2475,3713.21
222.541,3697.480,3697.374,3697.536,0.005,0.005,-30.0696,-31.2412,3697.54
223.041,3681.867,3681.696,3681.861,0.005,0.005,-30.0441,-31.2365,3681.86
223.541,3666.267,3666.318,3666.268,0.005,0.005,-30.0186,-31.2052,3666.27
224.041,3650.681,3650.522,3650.631,0.005,0.005,-29.9931,-31.1922,3650.63
224.541,3635.106,3635.272,3635.103,0.005,0.005,-29.9679,-31.1493,3635.10
225.041,3619.545,3619.603,3619.554,0.005,0.005,-29.9429,-31.1169,3619.55
225.541,3603.995,3603.787,3603.943,0.005,0.005,-29.9179,-31.1104,3603.94
226.041,3588.459,3588.541,3588.434,0.005,0.005,-29.8929,-31.0718,3588.43
226.541,3572.935,3573.072,3572.950,0.005,0.005,-29.8679,-31.0327,3572.95
227.041,3557.423,3557.446,3557.442,0.005,0.005,-29.8432,-31.0063,3557.44
227.541,3541.923,3542.153,3542.001,0.005,0.005,-29.8187,-30.9656,3542.00
228.041,3526.436,3526.221,3526.442,0.005,0.005,-29.7942,-30.9661,3526.44
228.541,3510.962,3511.161,3511.018,0.005,0.005,-29.7697,-30.9268,3511.02
229.041,3495.499,3495.409,3495.520,0.005,0.005,-29.7452,-30.9133,3495.52
229.541,3480.048,3480.098,3480.077,0.005,0.005,-29.7205,-30.8849,3480.08
230.041,3464.610,3464.349,3464.561,0.005,0.005,-29.6955,-30.8866,3464.56
230.541,3449.185,3449.224,3449.151,0.005,0.005,-29.6705,-30.8523,3449.15
231.041,3433.771,3433.494,3433.667,0.005,0.005,-29.6455,-30.8461,3433.67
231.541,3418.371,3418.409,3418.294,0.005,0.005,-29.6205,-30.8058,3418.29
232.041,3402.983,3403.016,3402.929,0.005,0.005,-29.5955,-30.7693,3402.93
232.541,3387.607,3387.384,3387.505,0.005,0.005,-29.5705,-30.7602,3387.51
233.041,3372.245,3372.158,3372.138,0.005,0.005,-29.5455,-30.7345,3372.14
233.541,3356.894,3356.658,3356.745,0.005,0.005,-29.5205,-30.7180,3356.75
234.041,3341.556,3341.676,3341.469,0.005,0.005,-29.4956,-30.6686,3341.47
234.541,3326.231,3326.209,3326.160,0.005,0.005,-29.4706,-30.6396,3326.16
235.041,3310.918,3311.204,3310.943,0.005,0.005,-29.4458,-30.5860,3310.94
235.541,3295.617,3295.341,3295.570,0.005,0.005,-29.4213,-30.5887,3295.57
236.041,3280.329,3280.492,3280.339,0.005,0.005,-29.3968,-30.5480,3280.34
236.541,3265.053,3264.993,3265.049,0.005,0.005,-29.3723,-30.5319,3265.05
237.041,3249.789,3249.968,3249.838,0.005,0.005,-29.3479,-30.4906,3249.84
237.541,3234.537,3234.504,3234.573,0.005,0.005,-29.3236,-30.4745,3234.57
238.041,3219.297,3219.350,3219.344,0.005,0.005,-29.2996,-30.4496,3219.34
238.541,3204.070,3204.322,3204.178,0.005,0.005,-29.2756,-30.4107,3204.18
239.041,3188.854,3188.774,3188.923,0.005,0.005,-29.2516,-30.4059,3188.92
239.541,3173.651,3173.648,3173.705,0.005,0.005,-29.2276,-30.3880,3173.71
240.041,3158.459,3158.758,3158.582,0.005,0.005,-29.2039,-30.3451,3158.58
240.541,3143.279,3143.314,3143.388,0.005,0.005,-29.1804,-30.3287,3143.39
241.041,3128.111,3128.067,3128.186,0.005,0.005,-29.1569,-30.3187,3128.19
241.541,3112.955,3112.895,3112.995,0.005,0.005,-29.1334,-30.3067,3112.99
242.041,3097.811,3097.811,3097.837,0.005,0.004,-29.1099,-30.2880,3097.84
242.541,3082.678,3082.927,3082.761,0.005,0.005,-29.0864,-30.2435,3082.76
243.041,3067.557,3067.616,3067.637,0.005,0.005,-29.0632,-30.2225,3067.64
243.541,3052.448,3052.450,3052.510,0.005,0.005,-29.0402,-30.2061,3052.51
244.041,3037.350,3037.634,3037.473,0.005,0.005,-29.0172,-30.1625,3037.47
244.541,3022.264,3022.150,3022.330,0.005,0.004,-28.9942,-30.1619,3022.33
245.041,3007.189,3006.997,3007.184,0.005,0.004,-28.9712,-30.1627,3007.18
245.541,2992.125,2992.111,2992.109,0.005,0.005,-28.9482,-30.1403,2992.11
246.041,2977.074,2977.103,2977.061,0.005,0.005,-28.9250,-30.1104,2977.06
246.541,2962.033,2962.058,2962.024,0.005,0.004,-28.9015,-30.0844,2962.02
247.041,2947.004,2946.744,2946.921,0.005,0.005,-28.8780,-30.0819,2946.92
247.541,2931.988,2932.083,2931.939,0.005,0.005,-28.8545,-30.0424,2931.94
248.041,2916.982,2917.037,2916.955,0.005,0.005,-28.8310,-30.0075,2916.96
248.541,2901.989,2902.161,2902.013,0.005,0.005,-28.8075,-29.9658,2902.01
249.041,2887.008,2887.193,2887.079,0.005,0.005,-28.7841,-29.9286,2887.08
249.541,2872.038,2872.044,2872.099,0.005,0.005,-28.7606,-29.9113,2872.10
250.041,2857.080,2857.272,2857.182,0.005,0.004,-28.7371,-29.8791,2857.18
250.541,2842.133,2842.208,2842.238,0.005,0.005,-28.7136,-29.8572,2842.24
251.041,2827.199,2827.371,2827.331,0.005,0.005,-28.6903,-29.8278,2827.33
251.541,2812.276,2812.093,2812.333,0.005,0.005,-28.6673,-29.8320,2812.33
252.041,2797.364,2797.385,2797.413,0.005,0.005,-28.6443,-29.8106,2797.41
252.541,2782.464,2782.267,2782.447,0.005,0.004,-28.6214,-29.8095,2782.45
253.041,2767.576,2767.580,2767.556,0.005,0.005,-28.5984,-29.7831,2767.56
253.541,2752.699,2752.574,2752.644,0.005,0.004,-28.5754,-29.7698,2752.64
254.041,2737.834,2738.130,2737.864,0.005,0.005,-28.5526,-29.7162,2737.86
254.541,2722.979,2722.894,2722.979,0.005,0.004,-28.5301,-29.7049,2722.98
255.041,2708.137,2707.856,2708.058,0.005,0.005,-28.5076,-29.7061,2708.06
255.541,2693.305,2693.375,2693.255,0.005,0.004,-28.4852,-29.6700,2693.25
256.041,2678.485,2678.719,2678.505,0.005,0.005,-28.4627,-29.6214,2678.51
256.541,2663.676,2663.568,2663.664,0.005,0.004,-28.4402,-29.6116,2663.66
257.041,2648.878,2648.896,2648.873,0.004,0.005,-28.4179,-29.5863,2648.87
257.541,2634.091,2633.906,2634.036,0.004,0.004,-28.3959,-29.5807,2634.04
258.041,2619.315,2619.598,2619.346,0.004,0.005,-28.3739,-29.5289,2619.35
258.541,2604.550,2604.800,2604.645,0.004,0.005,-28.3519,-29.4885,2604.64
259.041,2589.797,2590.068,2589.950,0.004,0.004,-28.3300,-29.4531,2589.95
259.541,2575.054,2574.945,2575.152,0.004,0.005,-28.3080,-29.4540,2575.15
260.041,2560.322,2560.489,2560.447,0.004,0.005,-28.2862,-29.4268,2560.45
260.541,2545.601,2545.531,2545.682,0.004,0.004,-28.2647,-29.4227,2545.68
261.041,2530.891,2531.086,2531.006,0.004,0.005,-28.2432,-29.3902,2531.01
261.541,2516.192,2516.365,2516.330,0.004,0.004,-28.2217,-29.3658,2516.33
262.041,2501.503,2501.505,2501.612,0.004,0.005,-28.2002,-29.3556,2501.61
262.541,2486.825,2486.578,2486.842,0.004,0.004,-28.1788,-29.3647,2486.84
263.041,2472.158,2471.973,2472.113,0.004,0.004,-28.1570,-29.3598,2472.11
263.541,2457.502,2457.330,2457.409,0.004,0.004,-28.1350,-29.3473,2457.41
264.041,2442.857,2443.146,2442.851,0.004,0.004,-28.1130,-29.2913,2442.85
264.541,2428.222,2428.186,2428.204,0.004,0.004,-28.0910,-29.2730,2428.20
265.041,2413.599,2413.690,2413.604,0.004,0.004,-28.0690,-29.2417,2413.60
265.541,2398.987,2398.978,2398.986,0.004,0.004,-28.0471,-29.2210,2398.99
266.041,2384.387,2384.569,2384.432,0.004,0.005,-28.0251,-29.1822,2384.43
266.541,2369.797,2370.034,2369.897,0.004,0.004,-28.0031,-29.1450,2369.90
267.041,2355.218,2355.238,2355.306,0.004,0.005,-27.9811,-29.1293,2355.31
267.541,2340.650,2340.564,2340.697,0.004,0.005,-27.9591,-29.1217,2340.70
268.041,2326.093,2326.128,2326.138,0.004,0.005,-27.9371,-29.0992,2326.14
268.541,2311.547,2311.316,2311.519,0.004,0.005,-27.9153,-29.1002,2311.52
269.041,2297.012,2296.837,2296.937,0.004,0.004,-27.8939,-29.0898,2296.94
269.541,2282.488,2282.276,2282.365,0.004,0.004,-27.8724,-29.0789,2282.36
270.041,2267.974,2267.787,2267.819,0.004,0.005,-27.8509,-29.0601,2267.82
270.541,2253.471,2253.306,2253.297,0.004,0.004,-27.8294,-29.0381,2253.30
271.041,2238.979,2238.982,2238.837,0.004,0.004,-27.8079,-28.9992,2238.84
271.541,2224.498,2224.541,2224.397,0.004,0.004,-27.7866,-28.9605,2224.40
272.041,2210.027,2210.016,2209.948,0.004,0.004,-27.7656,-28.9313,2209.95
272.541,2195.567,2195.394,2195.462,0.004,0.005,-27.7447,-28.9170,2195.46
273.041,2181.117,2180.974,2181.000,0.004,0.004,-27.7237,-28.8988,2181.00
273.541,2166.678,2166.804,2166.623,0.004,0.004,-27.7027,-28.8575,2166.62
274.041,2152.250,2152.364,2152.244,0.004,0.004,-27.6817,-28.8216,2152.24
274.541,2137.831,2137.799,2137.828,0.004,0.004,-27.6607,-28.8045,2137.83
275.041,2123.424,2123.130,2123.349,0.004,0.004,-27.6399,-28.8109,2123.35
275.541,2109.026,2108.771,2108.900,0.004,0.004,-27.6194,-28.8054,2108.90
276.041,2094.639,2094.493,2094.500,0.004,0.004,-27.5990,-28.7849,2094.50
276.541,2080.262,2080.158,2080.125,0.004,0.004,-27.5785,-28.7615,2080.13
277.041,2065.896,2066.055,2065.832,0.004,0.004,-27.5580,-28.7163,2065.83
277.541,2051.540,2051.735,2051.549,0.004,0.004,-27.5375,-28.6724,2051.55
278.041,2037.194,2037.308,2037.242,0.004,0.004,-27.5170,-28.6456,2037.24
278.541,2022.858,2022.585,2022.832,0.004,0.004,-27.4967,-28.6537,2022.83
279.041,2008.532,2008.807,2008.591,0.004,0.004,-27.4767,-28.6071,2008.59
279.541,1994.216,1993.975,1994.207,0.004,0.004,-27.4568,-28.6136,1994.21
280.041,1979.910,1979.936,1979.913,0.004,0.004,-27.4365,-28.5908,1979.91
280.541,1965.615,1965.606,1965.618,0.004,0.004,-27.4160,-28.5719,1965.62
281.041,1951.330,1951.321,1951.333,0.004,0.004,-27.3953,-28.5535,1951.33
281.541,1937.055,1937.035,1937.054,0.004,0.004,-27.3743,-28.5346,1937.05
282.041,1922.790,1922.813,1922.798,0.004,0.004,-27.3533,-28.5128,1922.80
282.541,1908.536,1908.379,1908.501,0.004,0.004,-27.3323,-28.5068,1908.50
283.041,1894.293,1894.523,1894.326,0.004,0.004,-27.3113,-28.4637,1894.33
283.541,1880.060,1880.071,1880.092,0.004,0.004,-27.2906,-28.4449,1880.09
284.041,1865.837,1866.011,1865.911,0.004,0.004,-27.2701,-28.4139,1865.91
284.541,1851.624,1851.777,1851.728,0.004,0.004,-27.2496,-28.3890,1851.73
285.041,1837.422,1837.501,1837.528,0.004,0.004,-27.2291,-28.3723,1837.53
285.541,1823.230,1823.270,1823.326,0.004,0.004,-27.2086,-28.3583,1823.33
286.041,1809.048,1808.857,1809.072,0.004,0.004,-27.1881,-28.3622,1809.07
286.541,1794.877,1794.941,1794.908,0.004,0.004,-27.1676,-28.3375,1794.91
287.041,1780.716,1780.760,1780.749,0.004,0.004,-27.1474,-28.3170,1780.75
287.541,1766.564,1766.552,1766.583,0.004,0.004,-27.1274,-28.3010,1766.58
288.041,1752.423,1752.631,1752.490,0.004,0.004,-27.1074,-28.2659,1752.49
288.541,1738.292,1738.523,1738.406,0.004,0.004,-27.0874,-28.2336,1738.41
289.041,1724.171,1724.156,1724.256,0.004,0.004,-27.0674,-28.2258,1724.26
289.541,1710.060,1710.143,1710.147,0.004,0.004,-27.0474,-28.2074,1710.15
290.041,1695.959,1696.131,1696.071,0.004,0.004,-27.0274,-28.1799,1696.07
290.541,1681.868,1681.999,1681.989,0.004,0.004,-27.0077,-28.1578,1681.99
291.041,1667.787,1667.902,1667.911,0.004,0.004,-26.9882,-28.1406,1667.91
291.541,1653.715,1653.425,1653.732,0.004,0.004,-26.9687,-28.1557,1653.73
292.041,1639.653,1639.715,1639.674,0.004,0.004,-26.9492,-28.1317,1639.67
292.541,1625.602,1625.853,1625.678,0.004,0.004,-26.9297,-28.0920,1625.68
293.041,1611.559,1611.845,1611.693,0.004,0.004,-26.9102,-28.0562,1611.69
293.541,1597.527,1597.464,1597.614,0.004,0.004,-26.8907,-28.0534,1597.61
294.041,1583.504,1583.424,1583.546,0.004,0.004,-26.8712,-28.0497,1583.55
294.541,1569.491,1569.641,1569.558,0.004,0.004,-26.8520,-28.0195,1569.56
295.041,1555.488,1555.430,1555.519,0.004,0.004,-26.8330,-28.0115,1555.52
295.541,1541.494,1541.604,1541.542,0.004,0.004,-26.8140,-27.9838,1541.54
296.041,1527.509,1527.571,1527.559,0.004,0.004,-26.7950,-27.9621,1527.56
296.541,1513.535,1513.729,1513.622,0.004,0.004,-26.7760,-27.9317,1513.62
297.041,1499.569,1499.518,1499.622,0.004,0.004,-26.7570,-27.9255,1499.62
297.541,1485.613,1485.544,1485.632,0.004,0.004,-26.7380,-27.9160,1485.63
298.041,1471.667,1471.610,1471.660,0.004,0.004,-26.7188,-27.9015,1471.66
298.541,1457.730,1457.500,1457.656,0.004,0.004,-26.6993,-27.8994,1457.66
299.041,1443.803,1443.504,1443.655,0.004,0.004,-26.6798,-27.8978,1443.66
299.541,1429.886,1429.692,1429.706,0.004,0.004,-26.6603,-27.8790,1429.71
300.041,1415.979,1416.084,1415.857,0.004,0.004,-26.6408,-27.8314,1415.86
300.541,1402.081,1401.851,1401.920,0.004,0.004,-26.6213,-27.8200,1401.92
301.041,1388.193,1387.895,1387.982,0.004,0.004,-26.6018,-27.8105,1387.98
301.541,1374.315,1374.382,1374.163,0.004,0.004,-26.5823,-27.7654,1374.16
302.041,1360.447,1360.436,1360.326,0.004,0.004,-26.5628,-27.7338,1360.33
302.541,1346.588,1346.344,1346.432,0.004,0.004,-26.5433,-27.7248,1346.43
303.041,1332.739,1332.757,1332.624,0.004,0.004,-26.5241,-27.6900,1332.62
303.541,1318.900,1319.175,1318.890,0.004,0.004,-26.5051,-27.6378,1318.89
304.041,1305.070,1305.104,1305.083,0.004,0.004,-26.4861,-27.6164,1305.08
304.541,1291.250,1291.244,1291.270,0.004,0.004,-26.4671,-27.5994,1291.27
305.041,1277.439,1277.452,1277.469,0.004,0.004,-26.4481,-27.5820,1277.47
305.042,1277.412,1277.205,1277.391,29.687,31.572,-26.3025,-27.2882,1277.39
305.046,1277.319,1277.557,1277.332,27.505,28.001,-25.1808,-26.1743,1277.33
305.049,1277.222,1277.188,1277.245,25.404,25.449,-24.4025,-25.4285,1277.24
305.053,1277.121,1277.068,1277.135,23.382,22.600,-23.4456,-24.5448,1277.14
305.058,1277.016,1277.248,1277.042,21.442,22.368,-22.3467,-23.4391,1277.04
305.062,1276.906,1276.915,1276.946,19.581,19.246,-21.5421,-22.6851,1276.95
305.068,1276.791,1276.750,1276.807,17.802,16.645,-20.4423,-21.7072,1276.81
305.073,1276.670,1276.934,1276.721,16.102,17.296,-19.6111,-20.8523,1276.72
305.080,1276.543,1276.725,1276.590,14.483,13.736,-18.5613,-19.9053,1276.59
305.087,1276.408,1276.285,1276.441,12.945,13.760,-17.6198,-18.9645,1276.44
305.095,1276.266,1275.990,1276.272,11.487,12.136,-16.6614,-18.0190,1276.27
305.103,1276.114,1275.856,1276.113,10.110,10.854,-15.8142,-17.1731,1276.11
305.113,1275.951,1276.153,1275.959,8.813,9.072,-14.8864,-16.2789,1275.96
305.125,1275.776,1276.064,1275.786,7.596,7.498,-13.9209,-15.3902,1275.79
305.138,1275.587,1275.801,1275.603,6.460,6.534,-13.0249,-14.5529,1275.60
305.154,1275.380,1275.106,1275.363,5.405,5.570,-12.0940,-13.6837,1275.36
305.173,1275.152,1275.255,1275.118,4.430,4.179,-11.1777,-12.9021,1275.12
305.196,1274.896,1274.772,1274.827,3.535,3.342,-10.2795,-12.1491,1274.83
305.225,1274.605,1274.600,1274.491,2.721,2.606,-9.3898,-11.4055,1274.49
305.262,1274.263,1274.295,1274.093,1.988,2.027,-8.5354,-10.6654,1274.09
305.314,1273.847,1273.740,1273.564,1.335,1.267,-7.6883,-10.0150,1273.56
305.390,1273.304,1273.102,1272.837,0.762,0.755,-6.9070,-9.4460,1272.84
305.524,1272.487,1272.622,1271.649,0.270,0.262,-6.2288,-9.0730,1271.65
305.749,1271.288,1271.019,1269.700,0.014,0.015,-5.9149,-8.9887,1269.70
306.002,1270.027,1270.228,1267.644,0.000,0.000,-5.8967,-8.8626,1267.64
306.256,1268.762,1268.523,1265.688,0.000,0.000,-5.8963,-8.6969,1265.69
306.510,1267.497,1267.660,1263.943,0.000,0.000,-5.8961,-8.4481,1263.94
306.764,1266.232,1266.032,1262.332,0.000,0.000,-5.8958,-8.1750,1262.33
307.018,1264.967,1264.744,1260.884,0.000,0.000,-5.8956,-7.8707,1260.88
307.273,1263.702,1263.812,1259.623,0.000,0.000,-5.8953,-7.5265,1259.62
307.527,1262.437,1262.542,1258.484,0.000,0.000,-5.8951,-7.1859,1258.48
307.781,1261.173,1261.027,1257.384,0.000,0.000,-5.8948,-6.8782,1257.38
308.035,1259.909,1260.175,1256.410,0.000,0.000,-5.8946,-6.5614,1256.41
308.289,1258.644,1258.438,1255.383,0.000,0.000,-5.8943,-6.3066,1255.38
308.543,1257.381,1257.582,1254.444,0.000,0.000,-5.8941,-6.0483,1254.44
308.797,1256.117,1255.870,1253.427,0.000,0.000,-5.8938,-5.8499,1253.43
309.051,1254.853,1255.112,1252.497,0.000,0.000,-5.8935,-5.6403,1252.50
309.305,1253.590,1253.405,1251.474,0.000,0.000,-5.8933,-5.4873,1251.47
309.559,1252.326,1252.411,1250.487,0.000,0.000,-5.8930,-5.3363,1250.49
309.813,1251.063,1251.143,1249.481,0.000,0.000,-5.8928,-5.2069,1249.48
310.067,1249.800,1250.013,1248.481,0.000,0.000,-5.8925,-5.0882,1248.48
310.321,1248.537,1248.677,1247.446,0.000,0.000,-5.8923,-4.9931,1247.45
310.575,1247.275,1247.127,1246.342,0.000,0.000,-5.8920,-4.9326,1246.34
310.829,1246.012,1246.311,1245.300,0.000,0.000,-5.8918,-4.8546,1245.30
311.083,1244.750,1245.006,1244.228,0.000,0.000,-5.8915,-4.7946,1244.23
311.336,1243.487,1243.786,1243.148,0.000,0.000,-5.8913,-4.7452,1243.15
311.590,1242.225,1242.215,1241.990,0.000,0.000,-5.8910,-4.7276,1241.99
311.844,1240.963,1240.947,1240.816,0.000,0.000,-5.8908,-4.7172,1240.82
312.098,1239.702,1239.557,1239.607,0.000,0.000,-5.8905,-4.7209,1239.61
312.352,1238.440,1238.490,1238.422,0.000,0.000,-5.8902,-4.7154,1238.42
312.606,1237.179,1237.376,1237.251,0.000,0.000,-5.8900,-4.7054,1237.25
312.859,1235.917,1236.041,1236.057,0.000,0.000,-5.8897,-4.7064,1236.06
313.113,1234.656,1234.626,1234.821,0.000,0.000,-5.8895,-4.7213,1234.82
313.367,1233.395,1233.515,1233.603,0.000,0.000,-5.8892,-4.7279,1233.60
313.621,1232.134,1232.198,1232.367,0.000,0.000,-5.8890,-4.7409,1232.37
313.874,1230.874,1230.579,1231.066,0.000,0.000,-5.8887,-4.7787,1231.07
314.128,1229.613,1229.490,1229.789,0.000,0.000,-5.8885,-4.8019,1229.79
314.382,1228.353,1228.383,1228.537,0.000,0.000,-5.8882,-4.8137,1228.54
314.635,1227.093,1226.930,1227.252,0.000,0.000,-5.8880,-4.8386,1227.25
314.889,1225.833,1225.997,1226.019,0.000,0.000,-5.8877,-4.8401,1226.02
315.143,1224.573,1224.637,1224.763,0.000,0.000,-5.8875,-4.8496,1224.76
315.396,1223.313,1223.492,1223.528,0.000,0.000,-5.8872,-4.8523,1223.53
315.650,1222.054,1222.110,1222.264,0.000,0.000,-5.8870,-4.8640,1222.26
315.904,1220.794,1220.514,1220.939,0.000,0.000,-5.8867,-4.8971,1220.94
316.157,1219.535,1219.347,1219.639,0.000,0.000,-5.8864,-4.9198,1219.64
316.411,1218.276,1218.095,1218.339,0.000,0.000,-5.8862,-4.9386,1218.34
316.664,1217.017,1217.081,1217.088,0.000,0.000,-5.8859,-4.9388,1217.09
316.918,1215.758,1215.539,1215.782,0.000,0.000,-5.8857,-4.9576,1215.78
317.171,1214.499,1214.735,1214.564,0.000,0.000,-5.8854,-4.9440,1214.56
317.425,1213.241,1213.137,1213.278,0.000,0.000,-5.8852,-4.9547,1213.28
317.678,1211.983,1212.178,1212.051,0.000,0.000,-5.8849,-4.9446,1212.05
317.932,1210.724,1210.745,1210.787,0.000,0.000,-5.8847,-4.9476,1210.79
318.185,1209.466,1209.683,1209.560,0.000,0.000,-5.8844,-4.9378,1209.56
318.439,1208.209,1208.174,1208.283,0.000,0.000,-5.8842,-4.9461,1208.28
318.692,1206.951,1206.787,1206.990,0.000,0.000,-5.8839,-4.9617,1206.99
318.945,1205.693,1205.831,1205.751,0.000,0.000,-5.8837,-4.9552,1205.75
319.199,1204.436,1204.630,1204.516,0.000,0.000,-5.8834,-4.9460,1204.52
319.452,1203.179,1203.167,1203.248,0.000,0.000,-5.8832,-4.9521,1203.25
319.706,1201.922,1201.685,1201.937,0.000,0.000,-5.8829,-4.9716,1201.94
319.959,1200.665,1200.551,1200.657,0.000,0.000,-5.8826,-4.9797,1200.66
320.212,1199.408,1199.454,1199.407,0.000,0.000,-5.8824,-4.9757,1199.41
320.465,1198.151,1197.948,1198.114,0.000,0.000,-5.8821,-4.9884,1198.11
320.719,1196.895,1196.648,1196.812,0.000,0.000,-5.8819,-5.0010,1196.81
320.972,1195.639,1195.415,1195.524,0.000,0.000,-5.8816,-5.0093,1195.52
321.225,1194.382,1194.416,1194.284,0.000,0.000,-5.8814,-4.9987,1194.28
321.479,1193.126,1192.967,1193.006,0.000,0.000,-5.8811,-5.0016,1193.01
321.732,1191.871,1191.742,1191.741,0.000,0.000,-5.8809,-5.0012,1191.74
321.985,1190.615,1190.675,1190.510,0.000,0.000,-5.8806,-4.9881,1190.51
322.238,1189.359,1189.387,1189.272,0.000,0.000,-5.8804,-4.9788,1189.27
322.491,1188.104,1188.305,1188.063,0.000,0.000,-5.8801,-4.9597,1188.06
322.745,1186.849,1186.881,1186.817,0.000,0.000,-5.8799,-4.9544,1186.82
322.998,1185.594,1185.379,1185.531,0.000,0.000,-5.8796,-4.9661,1185.53
323.251,1184.339,1184.348,1184.288,0.000,0.000,-5.8794,-4.9611,1184.29
323.504,1183.084,1183.369,1183.091,0.000,0.000,-5.8791,-4.9391,1183.09
323.757,1181.829,1182.066,1181.880,0.000,0.000,-5.8788,-4.9243,1181.88
324.010,1180.575,1180.699,1180.645,0.000,0.000,-5.8786,-4.9198,1180.65
324.263,1179.321,1179.359,1179.393,0.000,0.000,-5.8783,-4.9223,1179.39
324.516,1178.067,1177.863,1178.099,0.000,0.000,-5.8781,-4.9405,1178.10
324.769,1176.813,1177.096,1176.891,0.000,0.000,-5.8778,-4.9242,1176.89
325.022,1175.559,1175.540,1175.627,0.000,0.000,-5.8776,-4.9308,1175.63
325.275,1174.305,1174.015,1174.317,0.000,0.000,-5.8773,-4.9541,1174.32
325.528,1173.052,1172.824,1173.022,0.000,0.000,-5.8771,-4.9693,1173.02
325.781,1171.798,1171.952,1171.797,0.000,0.000,-5.8768,-4.9570,1171.80
326.034,1170.545,1170.619,1170.556,0.000,0.000,-5.8766,-4.9518,1170.56
326.287,1169.292,1169.367,1169.314,0.000,0.000,-5.8763,-4.9474,1169.31
326.540,1168.039,1168.148,1168.077,0.000,0.000,-5.8761,-4.9417,1168.08
326.793,1166.786,1166.666,1166.799,0.000,0.000,-5.8758,-4.9518,1166.80
327.046,1165.534,1165.418,1165.524,0.000,0.000,-5.8756,-4.9599,1165.52
327.299,1164.281,1164.519,1164.313,0.000,0.000,-5.8753,-4.9435,1164.31
327.552,1163.029,1163.177,1163.082,0.000,0.000,-5.8751,-4.9358,1163.08
327.805,1161.777,1161.850,1161.836,0.000,0.000,-5.8748,-4.9344,1161.84
328.057,1160.525,1160.619,1160.597,0.000,0.000,-5.8745,-4.9325,1160.60
328.310,1159.273,1159.308,1159.342,0.000,0.000,-5.8743,-4.9349,1159.34
328.563,1158.021,1157.969,1158.072,0.000,0.000,-5.8740,-4.9426,1158.07
328.816,1156.770,1156.911,1156.837,0.000,0.000,-5.8738,-4.9366,1156.84
329.069,1155.518,1155.805,1155.626,0.000,0.000,-5.8735,-4.9223,1155.63
329.321,1154.267,1154.047,1154.327,0.000,0.000,-5.8733,-4.9439,1154.33
329.574,1153.016,1152.844,1153.036,0.000,0.000,-5.8730,-4.9587,1153.04
329.827,1151.765,1151.938,1151.808,0.000,0.000,-5.8728,-4.9483,1151.81
330.080,1150.514,1150.247,1150.503,0.000,0.000,-5.8725,-4.9681,1150.50
330.332,1149.264,1149.353,1149.269,0.000,0.000,-5.8723,-4.9613,1149.27
330.585,1148.013,1147.994,1148.010,0.000,0.000,-5.8720,-4.9623,1148.01
330.838,1146.763,1146.664,1146.739,0.000,0.000,-5.8718,-4.9679,1146.74
331.090,1145.513,1145.550,1145.498,0.000,0.000,-5.8715,-4.9636,1145.50
331.343,1144.263,1144.245,1144.242,0.000,0.000,-5.8713,-4.9631,1144.24
331.596,1143.013,1143.185,1143.021,0.000,0.000,-5.8710,-4.9500,1143.02
331.848,1141.763,1141.900,1141.795,0.000,0.000,-5.8708,-4.9416,1141.80
332.101,1140.514,1140.590,1140.553,0.000,0.000,-5.8705,-4.9384,1140.55
332.353,1139.264,1139.118,1139.276,0.000,0.000,-5.8703,-4.9505,1139.28
